Image,LesionSize,Perimeter,Compactness,BoundingBox_Area,Orientation,Solidity,Centroid_X,Centroid_Y,Asymmetry,Mean_Intensity,Mean_RGB,Mean_HSV,Color_Std,Color_Entropy,Color_Variance
train_images_1013.png,9324,292.9360722,1.65143061,6840,167.202774,0.909790977,368,173,477.5701411,111.5413985,111.5413985,37.18046618,53.24888446,7.42025995,2835.443696
train_images_1014.png,878,85.45584369,1.410510916,540,95.11270142,0.947126415,155,282,387.2072849,44.21753986,44.21753986,14.73917995,17.50696086,5.82420787,306.4936787
train_images_1015.png,3854,327.2203432,2.294804952,9072,58.17485046,0.798838208,191,286,484.6331072,67.71925272,67.71925272,22.57308424,20.28571368,6.226510126,411.5101794
train_images_1016.png,1323,188.7523063,2.2836416,3300,53.62765503,0.783775248,179,323,511.9999961,50.55253212,50.55253212,16.85084404,19.70947528,6.08906614,388.4634157
train_images_1017.png,931,141.9827547,2.071285235,1456,168.4081573,0.885648932,406,234,476.2534858,100.0955961,100.0955961,33.36519871,24.45207268,6.400267059,597.9038582
train_images_1018.png,1951,223.6223634,2.314966579,3822,68.41888428,0.821309122,399,363,487.3316223,119.1583803,119.1583803,39.71946011,14.47091961,5.416682864,209.4075143
train_images_1019.png,23180,710.4406865,3.423818637,25807,162.8827057,0.693382983,371,186,318.2440033,104.4578516,104.4578516,34.81928387,32.23820946,6.848804164,1039.302149
train_images_102.png,1718,221.5218604,2.874509001,4355,38.83929443,0.664628177,179,322,511.999997,52.32770664,52.32770664,17.44256888,25.01022493,6.221610344,625.5113511
train_images_1020.png,16026,453.0609616,2.200364897,13950,100.2140045,0.730300048,176,283,289.2579556,24.80263322,24.80263322,8.267544407,8.190446265,4.599692966,67.08341001
train_images_1021.png,584,140.2253954,3.009124374,968,104.8137894,0.816326518,357,368,511.9999912,74.20547945,74.20547945,24.73515982,6.183459829,4.230595106,38.23517546
train_images_1022.png,529,91.01219261,3.192046673,420,104.5937424,0.733570134,156,358,494.5784406,100.2722117,100.2722117,33.42407057,7.046537381,4.274688876,49.65368906
train_images_1023.png,6662,372.1492747,3.409462799,7950,154.3477631,0.661787285,369,170,461.6607618,111.4518163,111.4518163,37.15060542,43.18080375,7.191090134,1864.581812
train_images_1024.png,18,14.24264061,1.537382155,25,159.459549,0.839999328,194,256,369.7775723,63.72222222,63.72222222,21.24074074,2.744804295,3.016875683,7.533950617
train_images_1025.png,2165,224.4507915,2.540536386,4690,44.19724274,0.737038763,179,322,511.9999976,53.6591224,53.6591224,17.88637413,25.49937673,6.340529186,650.2182135
train_images_1026.png,1710,233.8822496,2.717203397,3298,173.6850891,0.797014921,408,229,456.9075997,115.4321637,115.4321637,38.47738791,27.66057459,6.581678387,765.1073865
train_images_1027.png,3741,296.1076455,1.932243654,7524,129.2262726,0.865739629,144,259,365.1472858,63.42635659,63.42635659,21.14211886,18.53106628,6.042149567,343.4004173
train_images_1028.png,3984,303.0782077,1.896652843,7040,109.0824509,0.906610207,175,133,511.9999987,183.0810743,183.0810743,61.02702477,46.96424987,7.275191103,2205.640766
train_images_1029.png,1186,166.5096664,1.978764772,2214,62.53358078,0.838661145,162,337,511.9999957,50.23693086,50.23693086,16.74564362,16.64727878,5.812457463,277.1318907
train_images_103.png,483,95.01219225,2.167031777,816,59.80142975,0.78647685,374,245,511.9999894,85.36438923,85.36438923,28.45479641,18.80045964,5.985636639,353.4572826
train_images_1030.png,891,125.1959575,5.519024317,1380,125.6059875,0.433781182,361,363,511.9999943,108.037037,108.037037,36.01234568,14.76679085,5.402608392,218.058112
train_images_1031.png,838,104.9116873,2.694973613,644,165.1911469,0.7602339,205,331,510.1670584,113.9057279,113.9057279,37.96857597,9.397071632,4.47148407,88.30495526
train_images_1032.png,15957,507.7888834,2.172933945,16968,163.6011963,0.805819857,387,188,443.7204986,107.7923169,107.7923169,35.93077228,42.69899114,7.283459918,1823.203844
train_images_1033.png,609,148.0243851,7.925633486,897,64.81045532,0.516431913,381,358,483.4154272,100.8981938,100.8981938,33.63273125,11.35323916,5.058407467,128.8960394
train_images_1034.png,20486,648.1391689,3.472988725,18753,39.30677795,0.761179866,372,264,242.0790783,55.62896612,55.62896612,18.54298871,24.93792623,6.416229337,621.9001646
train_images_1035.png,3410,217.6812394,1.882570242,3315,168.8997345,0.903065821,135,243,379.72082,51.79618768,51.79618768,17.26539589,21.6311749,6.156719405,467.9077274
train_images_1036.png,5571,467.0609623,4.721746914,11760,36.58601761,0.564226518,382,266,394.1784233,62.54065697,62.54065697,20.84688566,23.79893014,6.335250622,566.3890758
train_images_1037.png,133,48.28427064,1.656469567,221,153.4532166,0.864864798,407,154,511.9999615,26.7593985,26.7593985,8.919799499,6.406235656,4.465473017,41.03985528
train_images_1038.png,4360,234.8944422,2.025706455,3927,177.4263763,0.818851527,182,141,496.264219,27.5396789,27.5396789,9.179892966,13.44215551,5.360287065,180.6915449
train_images_1039.png,74,29.31370831,1.139673379,90,83.46098328,0.967741779,79,192,511.9999308,32.87837838,32.87837838,10.95945946,11.62005803,4.928453484,135.0257487
train_images_104.png,920,160.2670249,4.150230812,2301,35.25948715,0.570683655,203,291,511.9999944,72.14347826,72.14347826,24.04782609,34.69232876,6.075047582,1203.557675
train_images_1040.png,6951,262.6518016,2.146941327,3744,91.60575867,0.880812949,169,284,392.7469423,57.03941879,57.03941879,19.0131396,20.70499367,6.217368908,428.6967629
train_images_1041.png,4116,121.4974738,1.332607691,1330,59.0118866,0.942276847,375,152,425.6715247,39.41423712,39.41423712,13.13807904,21.40519545,5.999461152,458.1823921
train_images_1042.png,1157,181.6812392,2.443440896,1980,168.4927673,0.845790709,383,238,464.207429,102.951599,102.951599,34.31719965,8.444812431,4.694968993,71.31485699
train_images_1043.png,533,161.4385988,11.00255475,533,179.1511993,0.464285703,190,303,511.9999904,98.89868668,98.89868668,32.96622889,5.67449266,3.568888439,32.19986694
train_images_1044.png,28,19.65685415,1.921755632,40,162.4537811,0.8205124,126,277,511.9998171,103.5714286,103.5714286,34.52380952,3.016958869,3.012188391,9.102040816
train_images_1045.png,489,102.769552,1.901502026,798,104.4377594,0.919875111,187,124,511.9999895,125.9100204,125.9100204,41.97000682,32.26709977,6.692933939,1041.165728
train_images_1046.png,6276,363.2203431,3.373578935,8686,133.108139,0.668600278,147,273,348.3492665,58.5068515,58.5068515,19.50228383,20.33194381,6.207152469,413.387939
train_images_1047.png,6293,436.7178161,3.531637093,7625,97.51225281,0.80780075,140,369,511.9999992,104.9563007,104.9563007,34.98543355,10.88281033,5.053476562,118.4355606
train_images_1048.png,1749,195.4802285,3.577477295,1755,11.05218315,0.738167601,361,358,511.9999971,114.2315609,114.2315609,38.07718696,12.11846466,5.317640768,146.8571857
train_images_1049.png,1357,116.6690465,1.754140883,1147,114.7222519,0.802469125,139,213,511.9999962,31.39204127,31.39204127,10.46401376,15.96379087,5.617670662,254.842619
train_images_105.png,2786,222.7939365,1.939125158,4650,127.091156,0.903526277,137,282,372.6977732,61.4626705,61.4626705,20.48755683,19.51816039,6.03909436,380.958585
train_images_1050.png,2916,295.0782077,2.484367822,7656,43.68431091,0.74047524,174,323,511.9999982,44.22770919,44.22770919,14.74256973,18.1673066,5.828810329,330.0510292
train_images_1051.png,3979,272.2081506,1.52778183,5936,105.0713654,0.953198318,173,135,511.9999987,193.8477004,193.8477004,64.61590014,43.54911232,7.110065931,1896.525184
train_images_1052.png,447,159.1959579,5.307263023,1275,74.67987823,0.584615376,177,105,511.9999885,113.360179,113.360179,37.78672632,7.674154186,4.628956811,58.89264247
train_images_1053.png,14896,497.7300096,3.019010388,14508,108.7686157,0.776733673,129,425,405.1041888,124.5217508,124.5217508,41.50725027,56.49939697,7.604260622,3192.181858
train_images_1054.png,7362,399.1025926,3.404600806,13338,138.46315,0.613344315,389,151,503.654441,93.46903015,93.46903015,31.15634338,17.34468251,5.884322868,300.8380113
train_images_1055.png,3322,364.0903999,3.333523273,6785,103.6443634,0.801748161,175,129,511.9999985,206.8320289,206.8320289,68.94400963,31.1662642,6.763805983,971.3360241
train_images_1056.png,11076,741.4112483,4.665421416,20445,124.7719498,0.689817539,160,223,439.8410975,32.7739256,32.7739256,10.92464187,17.18063568,5.810612968,295.1742425
train_images_1057.png,4952,424.1492752,3.408212031,9632,9.534626007,0.701076524,365,272,392.0646196,156.2693861,156.2693861,52.08979537,42.78153127,7.311339782,1830.259418
train_images_1058.png,4940,303.2792176,3.60739244,6322,160.7393646,0.617374104,215,153,449.6064768,144.8378543,144.8378543,48.27928475,44.54831595,7.312657235,1984.552454
train_images_1059.png,3035,245.2792184,3.189561282,2856,178.7063751,0.795442497,374,278,499.8537051,104.6991763,104.6991763,34.89972543,7.859439554,4.660033803,61.7707901
train_images_106.png,6544,451.2447284,3.541794183,15006,46.12778091,0.587479935,380,263,349.4180924,57.1549511,57.1549511,19.05165037,20.48796116,6.272291113,419.7565525
train_images_1060.png,6326,386.5756814,2.80507551,9405,127.6164703,0.743706691,84,177,507.3057216,104.4478343,104.4478343,34.81594478,32.40978209,6.975234909,1050.393975
train_images_1061.png,3420,324.0904003,5.222359826,9440,145.5399323,0.584230697,439,194,439.990642,138.1055556,138.1055556,46.03518519,28.63338998,6.81207356,819.8710218
train_images_1062.png,1944,122.12489,1.600616727,1476,54.47792435,0.923987527,387,263,476.1810675,52.03960905,52.03960905,17.34653635,17.94280967,6.016285104,321.9444188
train_images_1063.png,1090,152.8528122,2.149418065,1700,101.1203537,0.772321422,155,251,380.9467855,55.80091743,55.80091743,18.60030581,22.0789617,6.275532048,487.4805496
train_images_1064.png,21052,650.9848421,2.994445172,23318,153.2029114,0.769052171,362,182,338.3986318,102.5905377,102.5905377,34.19684591,33.44647165,6.923648447,1118.666466
train_images_1065.png,760,148.0243857,3.733703179,2035,28.01924896,0.627688164,202,292,511.9999933,75.69868421,75.69868421,25.23289474,35.18814092,5.881272948,1238.205261
train_images_1066.png,1480,188.3086562,3.808136404,2128,27.22253418,0.69155389,193,333,511.9999965,94.71283784,94.71283784,31.57094595,5.531052151,3.972674421,30.59253789
train_images_1067.png,3060,277.1787127,2.079163771,4900,103.7845154,0.916900527,173,132,511.9999983,199.1173203,199.1173203,66.37244009,42.37391479,7.030908768,1795.548654
train_images_1068.png,1827,231.1787117,2.457617044,4410,34.330513,0.752882311,375,279,485.3771183,40.70662288,40.70662288,13.56887429,14.64030976,5.709258613,214.3386699
train_images_1069.png,1415,222.9949471,3.004653566,3843,41.69900513,0.70146471,190,301,511.9999964,71.54487633,71.54487633,23.84829211,24.41584523,6.117174191,596.1334985
train_images_107.png,2754,100.1837653,1.645112496,841,148.9122314,0.831335602,331,189,482.6259968,76.26906318,76.26906318,25.42302106,19.00588167,6.117577638,361.2235382
train_images_1070.png,897,122.1248901,2.588565549,924,102.5149155,0.748571416,151,271,463.482715,95.0780379,95.0780379,31.6926793,3.54121101,3.325717645,12.54017541
train_images_1071.png,2024,238.7939371,3.482509517,2183,74.81303406,0.818467332,398,251,411.0671916,110.5854743,110.5854743,36.86182477,13.24453077,5.353777157,175.4175953
train_images_1072.png,15179,470.1736602,2.540494784,13912,86.76862335,0.734811906,177,285,317.4406744,63.64022663,63.64022663,21.21340888,24.63751877,6.3547241,607.007331
train_images_1073.png,1026,236.7939372,5.087819547,3172,50.84763718,0.612002787,190,355,511.999995,95.48635478,95.48635478,31.82878493,6.704447694,4.262703746,44.94961888
train_images_1074.png,2093,294.8771975,3.844147219,3640,53.91888046,0.821167879,379,331,500.9918753,123.6311515,123.6311515,41.21038382,15.8979553,5.725798115,252.7449828
train_images_1075.png,529,105.8406194,1.851392882,880,167.3860321,0.920650078,407,235,501.3534877,99.1020794,99.1020794,33.03402647,33.10099364,6.474945799,1095.67578
train_images_1076.png,1542,306.5340518,5.174635221,3960,37.32864761,0.761528323,399,330,511.9999967,102.30869,102.30869,34.10289667,7.841534613,4.443196068,61.48966508
train_images_1077.png,13969,482.5168067,2.745820434,14043,82.53424072,0.716865869,176,284,319.4273031,64.24396879,64.24396879,21.41465626,24.01555107,6.328542036,576.746693
train_images_1078.png,3762,214.4507922,1.741055975,3968,131.8204803,0.864131548,156,380,503.2897382,65.53136629,65.53136629,21.84378876,15.17819723,5.82286957,230.3776711
train_images_1079.png,498,108.5685413,2.949653626,646,177.3439178,0.713004468,292,278,511.9999897,117.9839357,117.9839357,39.32797858,12.59437239,5.373081329,158.6182158
train_images_108.png,621,114.2253957,1.966443873,1240,49.44982147,0.864864851,194,296,511.9999918,48.56360709,48.56360709,16.18786903,12.17880326,5.475412965,148.3232488
train_images_1080.png,2670,418.3746711,5.356289545,7992,30.14071655,0.650450223,121,193,511.9999981,117.4097378,117.4097378,39.13657928,11.35764764,5.287854871,128.9961599
train_images_1081.png,2131,178.2670254,1.231508643,2726,68.64553833,0.972301132,155,334,511.9999976,51.21773815,51.21773815,17.07257938,21.68436357,6.112474944,470.2116234
train_images_1082.png,2446,177.2375882,1.492851631,2964,108.8251572,0.929503187,151,289,511.5813552,46.98160262,46.98160262,15.66053421,19.68592489,6.184062715,387.5356386
train_images_1083.png,21951,684.7838309,3.073820082,24700,161.6641388,0.74875875,363,187,335.922008,110.89144,110.89144,36.96381334,32.15878467,6.878382582,1034.187431
train_images_1084.png,7504,149.4974735,2.031429203,1764,36.02288818,0.785201787,387,261,445.3390186,110.3046375,110.3046375,36.76821251,45.58097424,7.307309705,2077.625213
train_images_1085.png,2859,283.36248,4.021156061,6808,124.5349045,0.614224969,98,349,488.1818801,110.0160895,110.0160895,36.67202985,9.651740232,5.167473012,93.1560895
train_images_1086.png,2456,317.8650051,4.940314235,6298,15.68770695,0.638110172,359,261,458.4234509,145.0256515,145.0256515,48.34188382,39.85928723,7.138577838,1588.762778
train_images_1087.png,873,195.8233746,4.547750982,1539,80.26483154,0.677777771,133,340,511.9999941,100.2806415,100.2806415,33.42688049,6.077416069,4.181128235,36.93498607
train_images_1088.png,18804,646.1147848,3.497473776,19737,22.14068222,0.666888998,394,331,422.2556901,166.6380557,166.6380557,55.54601858,31.3562727,6.93719367,983.2158374
train_images_1089.png,1301,140.2253953,2.519717669,1600,160.0419006,0.746843046,386,273,419.5172912,30.04688701,30.04688701,10.015629,10.63438002,5.07497393,113.0900383
train_images_109.png,1329,209.9655098,2.829204707,4140,30.91802597,0.659223814,180,320,511.9999961,56.01053424,56.01053424,18.67017808,25.37098484,6.330415536,643.6868717
train_images_1090.png,445,149.7817441,4.911379426,817,5.704716682,0.594439892,299,236,511.9999885,97.03370787,97.03370787,32.34456929,5.446469712,4.266517045,29.66403232
train_images_1091.png,2996,159.681239,1.606551207,2444,132.0488281,0.963754285,139,283,349.4793046,65.83444593,65.83444593,21.94481531,18.37155356,5.966679894,337.5139804
train_images_1092.png,979,143.7817442,1.793046524,1927,56.18756485,0.844843454,166,335,511.9999948,49.09090909,49.09090909,16.36363636,16.77158052,5.756836168,281.2859133
train_images_1093.png,1411,200.5512968,2.412869483,3008,121.5232849,0.762575448,182,269,438.7016269,52.58610914,52.58610914,17.52870305,22.29701394,6.276089565,497.1568304
train_images_1094.png,6075,287.6639942,2.21906703,6420,64.73459625,0.874208276,362,279,366.1958842,61.15604938,61.15604938,20.38534979,19.89446256,6.166310953,395.7896404
train_images_1095.png,7581,359.6051193,2.132109753,10989,131.9164581,0.790128508,146,269,340.0501249,55.14932067,55.14932067,18.38310689,18.96572826,6.118815062,359.6988483
train_images_1096.png,1426,231.3797231,3.133729585,2800,50.10484314,0.816026406,369,335,511.9999964,126.9586255,126.9586255,42.31954184,15.82558687,5.68098395,250.4491998
train_images_1097.png,300,94.91168725,2.86740814,651,20.19912338,0.715307562,224,303,511.9999829,113.0833333,113.0833333,37.69444444,7.846212816,4.701089302,61.56305556
train_images_1098.png,1371,215.3380929,2.891886117,2726,111.3317642,0.648209293,378,144,511.9999963,119.6892779,119.6892779,39.89642597,43.93277499,7.237857518,1930.088718
train_images_1099.png,1103,182.8944422,2.593177224,3348,42.47201538,0.812104424,378,274,484.148681,40.61740707,40.61740707,13.53913569,13.11793723,5.583849285,172.0802772
train_images_11.png,6033,298.4924215,2.522743899,5644,31.84125519,0.74116561,383,263,287.8673955,66.79280623,66.79280623,22.26426874,20.63680789,6.124718336,425.8778398
train_images_110.png,2338,208.6518018,1.917239033,3672,122.8997955,0.877184462,142,284,503.6783554,59.68049615,59.68049615,19.89349872,18.53852174,5.980486413,343.6767881
train_images_1100.png,1101,124.6690464,1.546995116,1209,73.12807465,0.85967741,362,253,351.0989977,15.81108084,15.81108084,5.270360279,7.17996916,4.51715131,51.55195714
train_images_1101.png,5078,210.6101718,1.855342765,3150,15.43921089,0.882216551,141,195,504.1354854,32.00019693,32.00019693,10.66673231,19.18781676,5.793207462,368.1723119
train_images_1102.png,4629,454.6589415,3.671428943,9035,167.1920929,0.793219437,404,232,375.7321228,103.6707712,103.6707712,34.55692374,5.967150215,4.551256115,35.60688169
train_images_1103.png,1017,131.0538228,1.607942806,1428,119.9819183,0.915455025,154,245,444.5388354,49.74926254,49.74926254,16.58308751,23.33672672,6.271342103,544.6028141
train_images_1104.png,635,90.66904676,1.563193615,713,1.020410538,0.88759277,407,309,511.9999919,44.07244094,44.07244094,14.69081365,17.95070537,5.815980087,322.2278232
train_images_1105.png,2285,177.3380933,2.585347037,1862,53.10115814,0.818604644,360,335,480.1820548,117.6035011,117.6035011,39.20116703,12.60583679,5.404103913,158.9071212
train_images_1106.png,2637,178.6101716,2.788191255,1537,172.1082001,0.847765355,432,291,410.0659825,99.97269625,99.97269625,33.32423208,5.859951754,3.988821849,34.33903456
train_images_1107.png,1363,148.4680363,1.620422107,1792,161.6483765,0.936418677,110,217,511.9999962,39.62068966,39.62068966,13.20689655,19.26577631,5.68350871,371.1701369
train_images_1108.png,3317,221.2375878,1.778134906,3872,164.4464111,0.933916005,138,247,385.8908641,52.35725053,52.35725053,17.45241684,22.43113374,6.206525153,503.1557607
train_images_1109.png,2905,243.4802285,1.686047584,4512,101.6020432,0.949923609,175,128,511.9999982,182.8134251,182.8134251,60.93780838,45.70545856,6.945641115,2088.988942
train_images_111.png,556,135.1959574,2.897435851,1044,27.1091671,0.794303785,196,356,511.9999908,102.7571942,102.7571942,34.25239808,6.301510214,4.352951842,39.70903098
train_images_1110.png,1986,208.5096663,2.671608114,2556,83.36858368,0.769002371,167,350,403.4642477,114.204431,114.204431,38.06814367,14.28262772,5.573475678,203.9934547
train_images_1111.png,9282,366.190905,2.319783267,10549,21.9355011,0.862230551,198,358,511.9999994,146.9820082,146.9820082,48.99400273,36.64339528,7.125729207,1342.738418
train_images_1112.png,1491,155.0538223,1.345412606,1904,81.32465363,0.95596638,395,306,511.9999966,52.62105969,52.62105969,17.54035323,18.55911032,6.112706059,344.4405759
train_images_1113.png,3738,175.5391037,1.422330842,2538,29.19231796,0.927130944,113,288,511.9999986,49.72712681,49.72712681,16.57570894,16.70514821,5.967325565,279.0619768
train_images_1114.png,6085,394.7178166,5.340659716,9765,132.2657471,0.413556604,154,258,421.968775,41.48479869,41.48479869,13.82826623,20.15546741,6.052220785,406.2428667
train_images_1115.png,2099,211.2375882,3.452456697,2436,60.9492836,0.742867456,384,362,510.0485921,104.4354455,104.4354455,34.81181515,13.4561204,5.512924039,181.0671762
train_images_1116.png,1389,137.3969686,1.83874871,1323,75.33259583,0.898789869,393,367,414.6868221,120.0957523,120.0957523,40.03191745,13.05998414,5.527714493,170.5631857
train_images_1117.png,61600,2054.53526,8.944723379,71604,174.087204,0.69925519,111,295,277.4774026,132.3369318,132.3369318,44.11231061,42.96771515,7.228629847,1846.224545
train_images_1118.png,704,177.0954527,3.977326327,1988,102.6681747,0.615497787,150,285,511.9999927,53.82386364,53.82386364,17.94128788,18.90384457,5.993082236,357.3553396
train_images_1119.png,1344,111.1543278,1.520807897,1085,74.20207977,0.896671277,163,293,480.7619012,36.07738095,36.07738095,12.02579365,17.68814576,5.833439837,312.8705003
train_images_112.png,744,103.7401141,2.053749746,828,80.86464691,0.80892336,354,349,509.935477,109.6357527,109.6357527,36.5452509,12.19213836,5.052611593,148.6482379
train_images_1120.png,4139,323.6639937,2.231671013,7560,112.1598053,0.820448054,175,133,511.9999988,182.6124668,182.6124668,60.87082226,50.67991067,7.307316274,2568.453345
train_images_1121.png,1784,317.1198376,6.638496672,4489,177.9807739,0.443280013,155,324,511.9999971,118.8817265,118.8817265,39.62724215,9.841457459,5.207728657,96.85428491
train_images_1122.png,5021,264.0071396,2.737000464,3577,74.59610748,0.797050144,355,279,369.8514233,55.3662617,55.3662617,18.45542057,21.94209143,6.313976398,481.4553764
train_images_1123.png,3825,314.6345569,2.290380632,7776,111.5101624,0.774923959,176,132,511.9999987,188.1623529,188.1623529,62.72078431,47.08071828,7.240954705,2216.594034
train_images_1124.png,5825,316.5929264,3.239697805,6192,139.2468872,0.692253618,402,230,482.0271236,98.22746781,98.22746781,32.74248927,35.33186286,6.797846017,1248.340533
train_images_1125.png,3257,550.0142797,7.828759392,9660,42.00065613,0.605255387,429,309,510.1135999,115.2536076,115.2536076,38.4178692,10.6331423,5.271885741,113.0637151
train_images_1126.png,458,103.0121924,2.022604251,714,11.85647392,0.830845755,166,151,511.9999888,102.2161572,102.2161572,34.0720524,5.099362157,4.075181698,26.0034944
train_images_1127.png,2839,333.605119,3.170347534,4661,110.9003601,0.839771529,330,321,511.9999982,103.2624163,103.2624163,34.42080545,8.069081355,4.919481427,65.11007391
train_images_1128.png,335,74.52691114,1.465983431,448,179.2644653,0.929121697,374,359,511.9999847,98.90746269,98.90746269,32.96915423,6.24431236,4.473651406,38.99143685
train_images_1129.png,419,135.2964633,4.929530267,666,1.039949417,0.62672321,273,279,511.9999878,101.0596659,101.0596659,33.68655529,7.960149606,4.155953561,63.36398175
train_images_113.png,4025,285.8233745,1.862240518,5432,89.74389648,0.837170262,365,143,511.9999987,111.1103106,111.1103106,37.03677019,39.30321379,7.191904997,1544.742614
train_images_1130.png,18712,793.4701228,3.878730752,32890,14.69053173,0.626597783,165,198,400.171013,83.66759299,83.66759299,27.88919766,38.88289691,6.966050036,1511.879672
train_images_1131.png,4286,363.663994,3.541726406,5236,173.6794586,0.808021752,422,234,408.6682212,106.8322445,106.8322445,35.61074817,6.974963289,4.706471741,48.65011288
train_images_1132.png,1655,102.5685414,1.324650831,1020,151.1958466,0.940476176,164,279,482.610269,18.83021148,18.83021148,6.27673716,7.527885298,4.648182697,56.66905705
train_images_1133.png,473,216.6934314,11.69528383,2772,57.40898514,0.41628664,385,347,511.9999892,111.2832981,111.2832981,37.0944327,9.409189657,4.850558908,88.53285001
train_images_1134.png,1097,165.1370825,2.106891281,2916,45.66671371,0.926675655,379,273,467.6608891,40.77848678,40.77848678,13.59282893,13.54459101,5.619214822,183.4559456
train_images_1135.png,16552,481.5878743,2.440967431,15912,105.6496964,0.682554727,176,283,292.5007248,24.15611406,24.15611406,8.052038022,8.109772049,4.579777531,65.76840269
train_images_1136.png,631,87.59797907,1.457351412,640,71.82062531,0.915846975,158,280,511.9999919,41.14896989,41.14896989,13.7163233,16.93241889,5.7356453,286.7068096
train_images_1137.png,342,131.3969684,5.871444599,672,2.354753256,0.50980391,315,375,511.999985,103.5877193,103.5877193,34.52923977,7.577449698,4.474632475,57.41774392
train_images_1138.png,100,37.21320295,1.319768503,156,43.15736008,0.927777675,214,243,511.9999488,33.72,33.72,11.24,14.57812059,5.079659728,212.5216
train_images_1139.png,11057,313.1787125,1.482296174,7900,154.8237915,0.95216998,377,161,486.4393592,73.13267613,73.13267613,24.37755871,34.10120699,6.775867268,1162.892318
train_images_114.png,4371,218.4091607,2.412487593,3432,117.9640579,0.736484902,191,154,492.0869355,88.48066804,88.48066804,29.49355601,35.07589287,6.97506886,1230.31826
train_images_1140.png,765,184.0660152,4.717600077,1716,126.8122253,0.657274288,146,342,511.9999933,109.2143791,109.2143791,36.40479303,9.431475729,5.053777717,88.95273442
train_images_1141.png,2979,334.6345565,3.281571738,7280,115.3770676,0.647163964,315,264,453.9080213,49.6700235,49.6700235,16.5566745,23.13251689,6.327469922,535.1133377
train_images_1142.png,111,44.384776,1.771393008,169,28.60660744,0.842857063,292,360,511.9999539,116.972973,116.972973,38.99099099,11.9943376,5.020918495,143.8641344
train_images_1143.png,2784,209.1370832,1.704497982,4000,25.91403198,0.958685442,168,178,511.9999982,46.03663793,46.03663793,15.34554598,21.93196002,6.086867603,481.0108703
train_images_1144.png,4423,255.8650049,1.855633278,5400,91.92140198,0.841450619,183,270,356.7678039,52.1390459,52.1390459,17.37968197,23.23272096,6.335592625,539.7593233
