Image,LesionSize,Perimeter,Compactness,BoundingBox_Area,Orientation,Solidity,Centroid_X,Centroid_Y,Asymmetry,Mean_Intensity,MeanRGB,Mean_HSV,Color_Std,Color_Entropy,Color_Variance
cju16ach3m1da0993r1dq3sn2.jpg,84981,1620.618522,2.443803409,115596,136.3678589,0.964987899,260,319,189.6992504,166.6502748,162.4879522,125.1843314,46.64901416,5.652626084,2306.403497
cju16b6ynq8e40988m8vx0xnj.jpg,5249,356.5756811,1.90026752,7480,49.86959076,0.961621815,127,106,511.999999,124.6768908,121.9645012,119.1954023,15.08765736,5.841258152,234.4055509
cju16d65tzw9d0799ouslsw25.jpg,11330,566.2985508,2.222998391,15035,171.8304138,0.970168173,293,287,351.711915,147.566549,143.3472786,115.2053545,18.17943633,5.451433945,340.3396791
cju16fpvhzypl0799p9phnlx6.jpg,34765,1160.663116,3.039421189,55660,120.3017807,0.87729924,370,314,293.3709189,136.3474184,133.6525624,128.4152548,21.95139502,6.185673282,483.801272
cju16jgnyzp970878melv7r25.jpg,33313,1055.994069,2.631712285,54675,129.6387329,0.943122858,390,343,470.7409118,141.0088854,138.8965169,122.8827685,32.25803192,6.613813013,1041.744562
cju16whaj0e7n0855q7b6cjkm.jpg,86243,2640.948598,6.373041241,172536,58.23671341,0.718280528,318,210,282.4391544,121.1490208,117.4582749,120.2932528,34.15773654,7.198484431,1225.809261
cju171py4qiha0835u8sl59ds.jpg,117483,2007.311952,2.713645237,171790,134.6112823,0.944523937,430,179,322.2318803,164.4931437,158.1947516,124.4228016,35.30644386,6.371561914,1258.545088
cju175facms5f0993a5tjikvt.jpg,73381,1948.115995,4.079712985,132980,108.4595795,0.795788161,222,362,334.0862621,181.996048,176.7612961,115.9450403,55.53076873,6.137816327,3339.076496
cju17bz250pgd0799u1hqkj5u.jpg,29795,1021.893566,2.746338535,47700,164.9635925,0.943852644,352,137,419.4293001,126.4054372,116.9928176,132.3617497,29.44825044,6.741342558,869.1499449
cju17g6ykn1cs0993dww6qdi8.jpg,94892,1896.299761,2.996422288,159005,51.64320755,0.899843586,290,302,227.602917,171.4582789,165.5029507,107.0691909,41.74361275,6.938452086,1754.952989
cju17hw9hr9c5098800fu4u8e.jpg,7514,455.5289989,2.178189689,10370,87.30518341,0.965179195,276,215,442.2933185,162.9206814,156.7248691,134.8620797,23.16099836,5.316121378,581.5130653
cju17otoe119u0799nqcbl8n1.jpg,161374,2197.194198,2.370444276,226904,32.79286194,0.949593077,292,306,129.9290344,167.5851996,162.6644689,120.9510309,45.25247304,6.338866748,2127.696841
cju17r8il13910799dr2wme2e.jpg,3638,307.0193325,1.995488625,5320,167.866333,0.946612941,411,240,455.212753,100.1704233,99.48176654,106.4879971,32.11661524,6.808952408,1036.360447
cju17v6ih0u7808783zcbg1jy.jpg,113169,1870.968809,2.446731882,148296,179.9471893,0.966530411,201,220,269.7784729,157.0940275,153.5929863,129.8175678,38.14200973,5.486787161,1472.918199
cju17x0j4nfc10993y31pvlgs.jpg,168201,2050.136204,1.987289456,240450,33.14273071,0.898402344,255,311,165.4766856,141.5844912,138.6261873,127.2606465,52.96288573,6.474429942,2876.207265
cju17z0qongpa0993de4boim4.jpg,15905,712.1635562,2.496820674,23680,28.96630859,0.954108133,403,344,511.9999997,175.4278529,172.7578958,124.7975479,31.12764842,5.069991064,1107.516977
cju1819curo000988pd5xcqme.jpg,33031,927.099628,2.047382432,46920,71.97701263,0.976356436,366,370,438.6512063,177.9112954,166.8205322,134.8763283,45.54544102,5.291926035,2411.728299
cju183od81ff608017ekzif89.jpg,46860,931.9280552,2.18657693,40330,159.339035,0.969168736,476,283,340.5247972,109.2425523,106.6681107,100.3084792,35.8538295,7.35368945,1321.346655
cju1871y11d6r0799k6cw4yze.jpg,37937,1022.02856,2.173295716,52628,137.0245972,0.964201981,101,308,384.0978463,164.6245354,159.271327,117.9929357,41.51251245,6.542537434,1738.537227
cju18849rrsgr0988p90hkygb.jpg,36449,988.9574924,2.117037423,44678,94.84463501,0.983362533,287,211,223.0175862,198.3213531,191.57826,120.6269582,38.36919494,4.878997281,1795.441132
cju18gzrq18zw0878wbf4ftw6.jpg,25020,959.0407525,2.878802288,44840,128.3972015,0.949366143,482,202,478.3373299,199.2045164,187.3960032,125.1812683,31.08742562,4.912472659,1054.618706
cju18ibp219ub08783i6o98g7.jpg,5604,379.546244,1.992103679,8214,5.796295166,0.966087466,494,381,511.9999991,172.6982512,165.1940281,132.5079705,24.64164431,5.289418,657.0034633
cju18kevfrojc0835bn90f1in.jpg,16571,778.6904662,2.845580203,31465,62.51263809,0.953202731,337,411,378.0136381,147.2952145,143.5805323,127.8436626,21.38575025,5.852129438,468.2291714
cju2yb31a8e8u0878wdashg7o.jpg,55288,1293.172783,2.387139783,75647,17.76778603,0.968797247,451,274,294.0471711,125.6506656,123.0559917,118.4592678,26.40750253,6.943528844,740.6979763
cju2ycp1u8g2r0799jslnp7cz.jpg,32124,1118.094575,3.055597651,50184,164.4958496,0.927947442,361,244,237.3044452,137.6324244,135.0084568,117.2501868,26.07825445,5.978534981,706.4662669
cju2yg5ht8i4p087800js8hp4.jpg,57690,1476.344356,2.980871381,80941,170.0093536,0.940950548,429,217,351.3976078,185.2706015,179.7966314,118.7284914,32.57698877,5.725962083,1189.81707
cju2yi9tz8vky0801yqip0xyl.jpg,83301,1509.640819,2.157460454,116432,8.568677902,0.976726622,203,180,362.5322145,194.3447738,187.6824608,117.445929,33.22166805,5.600673233,1206.841792
cju2yljr0yzhw0988ecf271ly.jpg,275619,2739.742532,2.158990389,391575,77.24399567,0.986162894,502,379,257.365363,180.9961469,179.8423222,105.6491679,26.75925004,6.216179387,732.680949
cju2yo1j1v0qz09934o0e683p.jpg,102862,1679.883459,2.171157962,153900,23.87275887,0.940239895,470,343,360.1650366,131.2545352,125.9661585,127.1032224,34.86643897,6.998811372,1232.644309
cju2ysg748ru80878sp6j0gm0.jpg,93622,1850.719026,2.896491522,144460,4.902225494,0.870851167,266,295,95.44423318,90.44115699,88.45841433,120.40253,31.55042567,7.206741994,1044.083217
cju2yv4imv6cz099314jveiib.jpg,35056,1019.768675,2.336717572,46020,77.98075867,0.97396972,372,420,414.8461888,98.82373916,99.28280466,111.3565723,48.68087977,7.561500377,2417.45772
cju2yw4s7z7p20988lmf2gdgd.jpg,22495,736.8498468,1.894477666,30070,165.7057037,0.980292284,492,187,490.377417,144.1710602,139.6313107,126.9025265,27.23751244,6.13633946,776.3529152
cju2yyhsp933j0855hp32e012.jpg,50212,1218.219466,2.334083766,66676,178.3643188,0.975702412,470,227,284.178762,193.5854377,183.2013529,125.7191973,39.97009126,5.185367317,1831.54424
cju2z1nxlzaj40835wj81s1iy.jpg,71421,1487.197167,2.449237819,105952,21.03627586,0.927532397,283,226,147.3251844,116.500231,114.7386483,119.0575694,26.81949294,6.664140016,719.3283704
cju2z2x3nvd3c099350zgty7w.jpg,18472,767.3351287,2.512963979,25074,174.9353027,0.962969657,282,201,232.2459938,166.9917713,163.6163202,120.2083514,27.82727835,5.852438052,801.6915715
cju2z45kuzf6d0988nz2c819m.jpg,9743,518.7422018,2.168154519,13000,178.8223877,0.9667205,231,272,302.9013648,183.2685005,174.5575285,132.388313,23.4998344,4.371855286,637.8634868
cju2z6ez69g4u0801qwt088lw.jpg,101184,1819.488579,2.58890416,135694,165.4021454,0.937072081,237,204,244.0075901,144.0370118,138.5066018,129.2216424,31.47289579,6.410288606,992.3933195
cju2z9vlp9j0w0801oag91sy9.jpg,21325,867.1585023,2.75003485,39560,121.4631195,0.921193006,238,303,374.9424617,120.4080657,115.9831497,127.2528488,27.81452492,7.030310168,820.7205912
cju2zblxw9848087853csbrx1.jpg,27639,939.8691798,2.507270301,41296,167.5216217,0.911622689,371,250,324.513043,145.9263722,142.2012856,126.9663881,26.44546146,6.407351657,704.3346387
cju2zdhsczmn50988z64qwg2q.jpg,42647,1049.668169,2.564117561,47988,177.9906769,0.929072137,487,240,311.4595633,135.5458766,133.4640108,107.7157987,31.09837938,6.932442945,972.6491703
cju2zdvjn9h7r08553cp4eed5.jpg,9692,519.026472,2.169213659,13338,56.02443695,0.971062198,97,210,282.3607096,116.5438506,110.8370821,130.0001376,19.01431097,5.384492896,369.3686464
cju2zgbj9zmrw0835nnlzxj4c.jpg,100075,1916.05712,2.901285767,159138,113.6061859,0.916210216,292,228,126.0801599,127.9956433,126.2507386,116.4526072,33.48706507,7.098344791,1136.160695
cju2zi4l09f5807991s8do2b2.jpg,32525,901.8864248,1.969938693,42558,100.3423386,0.975622791,300,180,290.0887317,151.6815065,147.1599795,125.4527082,24.41524318,6.19084819,607.3497233
cju2zjcvj9qma0801dk71hhi0.jpg,118507,1726.760656,2.597740681,132405,4.178650379,0.958436734,354,279,180.3170445,140.0252981,136.3374428,121.8804149,55.80769202,6.817148652,3129.880824
cju2zkpdl9h7t0799ix60teqg.jpg,14357,659.8376548,2.3833594,20460,168.9175262,0.9683909,361,204,458.2929578,175.2227485,170.6513896,129.2219359,26.72629604,4.774990986,859.6822304
cju2zm0axztpe0988r8s9twjr.jpg,22237,786.5899612,2.18174246,33325,167.2722168,0.966902313,315,110,290.5945945,133.7837838,132.8922666,119.4813149,29.8760856,6.786546295,894.4182042
cju2zo0fwzv580988qlijd2xa.jpg,25597,793.7615343,2.768469821,25986,159.9878998,0.958988615,329,223,331.4588427,166.9257726,161.5842872,128.3459129,19.84329207,5.087038571,452.2859
cju2zp89k9q1g0855k1x0f1xa.jpg,8338,522.5828212,2.566371625,12084,122.2165527,0.933575877,380,295,441.1379222,147.798153,145.3960182,120.1072999,11.08666156,4.85849746,125.9471633
cju2zpw4q9vzr0801p0lysjdl.jpg,9924,543.7960249,2.32680889,13433,166.6380768,0.965904206,286,215,338.4957675,138.267231,132.3469031,123.8464665,14.83969116,5.133145253,228.1636187
cju2zr3c3vwb00993jn06bbaz.jpg,14951,642.080295,2.15150171,21593,41.69568634,0.970191512,293,337,310.7923214,163.5378236,157.9207188,122.2063407,18.08764143,5.241565098,354.1615854
cju2zrojo9kcd0878ld2epejq.jpg,13456,680.7493418,2.687883769,20944,178.6932526,0.962604363,427,133,511.9999996,168.4967301,165.3818866,123.7850773,22.72122072,5.448557839,564.5947458
cju2zwg05a0oy0801yr73ig7g.jpg,36269,1060.052945,2.440828127,51988,12.89470005,0.975581178,482,253,317.9018996,201.3166065,194.4946649,117.2689349,30.75958738,5.168510492,1102.231934
cju2zxja9w1eh09933609ho9z.jpg,11046,585.0092278,2.419962623,16272,158.8331299,0.964063905,370,316,478.7195361,142.3372261,138.4571791,113.8952864,26.88089727,6.16417752,732.0021746
cju2zy1e49pqk0878t6ncqn12.jpg,10074,567.3107436,2.497569964,15151,93.93104553,0.946948009,420,422,511.9999995,103.6243796,103.157832,119.624148,35.16568732,7.124144778,1242.359888
cju300m3s04fg0988uzupuf7z.jpg,55320,1386.00121,2.746144836,72795,81.46868134,0.914589666,229,97,386.1657266,160.2890817,158.5114485,119.8505785,38.49374535,6.306761941,1506.529067
cju302fqq9spc0878rrygyzzz.jpg,67846,1400.302727,2.287697985,86750,1.041463017,0.974650624,173,180,400.6739969,115.5263685,114.1387259,127.6062799,50.640808,7.037283562,2606.794667
cju303j5r062k098835zxfds5.jpg,27275,811.6610295,1.898292033,38127,87.82613373,0.970106786,297,213,260.0265444,141.5048213,137.668561,125.2687198,25.17379993,6.407582007,636.1902254
cju30525w04r10835ygp257sb.jpg,30361,964.6559768,2.406307393,43365,75.11231232,0.952740669,397,351,459.8235893,115.5589407,111.5427467,116.8801752,22.17838001,6.605621099,505.8125524
cju306x7w05nb0835cunv799x.jpg,53146,1111.124012,1.834437901,69120,126.4919662,0.985536182,252,159,387.463365,134.2902382,123.4618849,143.9168015,22.6160666,6.117494238,514.2434189
cju30ajhw09sx0988qyahx9s8.jpg,90493,1642.711886,3.133266602,122670,34.88680267,0.815932807,508,293,303.4499464,149.7649652,143.6817765,120.7573735,31.48092365,6.700052125,999.9211884
cju30bmab08bi0835mvlr6e0r.jpg,31146,955.9280547,2.307438475,42090,80.966362,0.965798869,258,180,391.734412,126.8061388,124.4454291,108.8062459,31.22277737,6.696995434,978.658992
cju30df2j09dd08351ayx2t6w.jpg,35504,1067.7098,2.528742942,54858,141.0544128,0.916043204,274,324,283.6881477,127.7861086,125.5832301,120.9643514,25.99620704,6.450915119,682.314131
cju30ftgja7170855xl9bkdm0.jpg,90728,1771.346443,2.732081973,144377,149.8617096,0.922400698,362,246,226.3560532,146.7057138,143.3905189,119.6444721,29.57356519,6.740881546,877.5699911
cju30gxjq0djk0988jytm49rs.jpg,25449,842.4305806,2.185829575,36630,161.9068756,0.976842662,425,258,285.0412982,174.6058784,170.2311551,119.065163,27.12356625,5.729069778,764.841595
cju30ia8da2bq0799klnehml2.jpg,132393,2441.370833,3.56993347,240012,12.48764896,0.754474084,383,330,260.4106259,137.2324896,129.9790095,121.541796,50.55731139,7.124161834,2610.875358
cju30j1rgadut0801vuyrsnt8.jpg,6854,467.8132694,2.470629928,10440,24.71253967,0.957029392,225,230,440.0630282,131.4902247,124.9020037,141.2128684,35.31320007,6.412437648,1270.071342
cju30k2z40ds308353kdew70n.jpg,27558,847.4011441,2.049997597,37000,15.7007618,0.97543479,291,346,300.4409608,197.810037,192.9338244,114.6083775,32.32051719,5.293869243,1233.239419
cju30lncba3ny0878jwnous8n.jpg,19945,791.7026585,2.46758899,31374,57.06873322,0.946147725,296,170,334.5905238,135.2368513,128.070193,130.0874237,27.42874151,6.784142306,767.9319414
cju30mm25a53s0799qa5wiqe8.jpg,7600,470.0731549,2.260171733,10209,87.15863037,0.965859713,346,376,439.7810521,160.2885526,157.018114,132.0364912,28.11105827,5.150506799,815.5208981
cju30nyxe0gfb0835p256yoju.jpg,165639,2139.495718,2.191658147,227970,118.4707565,0.963540444,347,216,143.0696877,122.5142931,120.601841,108.4988157,33.59943021,7.190268592,1139.79446
cju30ov1oah920801mi8thuyg.jpg,8961,474.9015825,1.961660024,11696,177.4411926,0.970613197,463,149,511.9999994,176.7611874,165.6106461,139.0066585,24.57084906,4.601489782,692.8691412
cju30qbm1ad3x0855znuhpz9u.jpg,99690,1675.498684,2.232010878,132060,161.9687195,0.956992332,267,346,209.5455913,122.0961782,119.4059585,117.1722072,44.10698707,7.390980018,1953.97591
cju30u1hbakn808019g15nb8b.jpg,18241,735.8031653,2.316704,28512,39.07817459,0.969780721,257,297,208.8025875,148.5198728,145.1075599,116.092155,33.39631011,6.814193981,1116.267994
cju30xqmh0ni00835ix3batv1.jpg,64897,1396.653011,2.364192513,107085,9.403342247,0.940025627,189,285,276.820192,183.0497095,174.9541838,131.9184092,32.439122,4.524295318,1269.142717
cju30ywtc0oar0835bp2en7ec.jpg,197095,2329.752639,2.18199753,267225,112.4373169,0.98606704,338,641,397.8348715,175.7467719,170.2403579,120.4926152,34.74285208,5.912783946,1303.843966
cju310f6val1v0855xo8tc3gu.jpg,187996,2426.833813,2.483820317,257075,105.6398773,0.944718423,299,223,93.95808421,129.2865965,128.0204136,110.2902402,34.10839012,6.88089221,1167.542937
cju3128yi0rpu0988o4oo5n8n.jpg,12732,621.0508579,2.371700534,18290,156.9984283,0.963913302,431,311,440.4599431,192.7650801,186.8618704,120.2092366,26.3341195,4.997859272,766.3485635
cju31rb7vb6110801p9rhacuw.jpg,16508,681.2762531,2.205659754,24167,164.4123077,0.974255294,402,208,475.5260477,165.2842864,156.5574671,137.8687707,21.6183152,4.995807148,537.7411757
cju31t8xd17bk0835rnb893jk.jpg,1525,172.7523068,1.944215383,1785,83.95709991,0.937452027,445,421,511.9999966,177.4596721,174.0795628,114.347541,45.8474961,5.969306078,2177.120958
cju31ugmfb3dz0855xtqshki6.jpg,26187,822.9158622,2.033551284,35024,112.2988434,0.981227089,305,221,214.9512353,154.8651239,150.2028487,122.1362763,28.3509386,6.239277597,818.0754714
cju31w6goazci0799n014ly1q.jpg,41929,1211.491544,2.761120813,62468,14.66923618,0.948739514,115,228,361.9802999,124.6516492,120.7108445,114.9107857,31.22190131,6.682680017,975.9894306
cju31y80qbawn0801twwm2l5s.jpg,52043,1230.403231,2.294589903,78960,135.6815643,0.969405183,326,270,196.9276175,141.8208981,135.7738024,127.1248711,24.98696808,6.409484403,624.739043
cju320gyvbch60801v2amdi2g.jpg,62177,1981.436844,4.969080815,118987,171.6441345,0.774836559,419,184,351.0885375,113.0204899,111.4235596,116.5163217,29.41419261,6.818854526,868.5814441
cju323ypb1fbb0988gx5rzudb.jpg,119736,1829.103804,2.211804703,157950,76.3338623,0.953191877,276,355,217.0577938,114.7633043,112.3543769,102.459497,41.47498582,7.481528673,1754.915765
cju324q101fhe08350wae9cif.jpg,30973,1068.253955,2.893088207,45477,12.96433735,0.976998257,235,168,467.5494139,144.0323185,140.5974666,106.1473326,20.31616194,5.670025956,428.9250644
cju326h4v1gxw08352px40p7r.jpg,123631,1945.8906,2.427664726,185761,21.48785973,0.939178401,302,335,137.6628192,149.4046073,143.5299642,129.4838457,42.180368,6.57453805,1821.484234
cju3280wv1ir009882jze27tc.jpg,43121,1103.307778,2.227378833,59033,139.5603485,0.972756553,285,321,172.0538948,93.96913337,90.58296422,130.1946693,29.72135286,7.100610733,902.0664819
cju32a52lb9rc0799xi40qs00.jpg,113334,1730.476386,2.499316695,129184,21.89382935,0.944491773,375,326,239.6733195,164.0947377,157.7820542,124.2451956,52.39296053,6.237869878,2797.678239
cju32csyfblyh080170aa3x5p.jpg,40043,1036.35446,2.115848369,52080,74.23431396,0.980258687,316,305,121.0346877,123.1896711,120.3661564,126.5968834,19.87930349,5.942384886,397.3454303
cju32fhnhbds40799broyoptc.jpg,16007,719.1929928,2.528987549,22729,170.3210602,0.941161163,347,223,336.9245953,194.514275,190.6809521,108.5456571,28.75436211,5.854897199,832.886597
cju32gzs6xo8x0993r8tedbpb.jpg,43439,1036.070192,2.249272748,51714,2.474820852,0.974081768,83,213,396.9034277,143.0412072,142.0567002,99.50570532,39.59008441,7.266012773,1568.814556
cju32jcdabepz0878d0cznmfe.jpg,45345,1113.165643,2.154788884,62016,168.6397095,0.980229195,431,263,285.1708457,149.791708,141.5815783,133.3718234,26.62376412,6.216252279,713.9809909
cju32l161bi1v07990vm376in.jpg,10235,499.7472547,1.939993181,12403,4.949363232,0.980147339,585,297,380.0605761,153.258427,149.7870054,113.0200944,32.66045848,6.737948187,1069.584955
cju32phw2bv130801yj7bkouq.jpg,189692,2751.402355,3.161978496,300096,40.04877472,0.839045304,283,235,124.8487864,132.9215201,126.7083219,126.8701825,43.87443841,7.066994305,1935.911055
cju32pzh9bpw10855q4vaxfhe.jpg,17912,727.7787796,2.325855806,25245,139.8669128,0.970674094,318,146,313.1112102,149.0525904,144.2832366,126.7664136,24.2230844,5.915741667,608.5509826
cju32qr9tbvsj08013pkpjenq.jpg,21541,784.8153566,2.244821791,33150,178.1575623,0.964463978,331,214,291.2726427,161.4087554,154.1031986,132.9468765,19.5803503,5.181151272,429.6358732
cju32srle1xfq083575i3fl75.jpg,20835,816.0458052,2.516948196,30710,124.9094238,0.969694876,458,213,478.1369808,172.8917207,165.4387489,123.3896488,32.36803939,6.120251329,1092.612549
cju32upim1z7u0988l883nqp6.jpg,35567,1027.325022,2.337906969,51975,47.36128235,0.949440355,332,227,189.3350577,149.288301,141.6289913,134.5395076,20.16609137,5.865894035,412.4969469
cju32zhbnc1oy0801iyv1ix6p.jpg,81418,1801.512965,3.144353543,137025,7.661952972,0.854377415,467,280,304.223636,99.88173377,99.94688316,107.1973724,34.97823369,6.950377798,1224.456294
cju330ofbc2l30801th5g3hw6.jpg,9814,571.8965294,2.60531098,14994,134.4384308,0.963355833,372,398,511.9999995,127.2323212,126.0372597,126.1350791,21.12519435,6.293653195,447.2159301
cju33231uy4gi0993qc7b1jch.jpg,17666,1167.775813,5.99639872,41829,25.05521202,0.643329423,388,285,417.7498016,102.0965131,102.1378543,109.2081965,25.81681696,6.880427121,678.8816828
cju334jzo261t0835yqudnfs1.jpg,64629,1271.006263,1.979169361,88683,49.03078461,0.961917808,486,263,295.9394699,169.2036857,163.7818987,122.7312404,48.99939547,6.164277738,2509.721806
cju336l68y7if0993wf092166.jpg,68283,1446.586996,2.420350079,109224,123.4521255,0.926763561,307,339,228.8002577,167.3042631,163.419963,113.189442,27.52381884,6.335874559,762.9356836
cju3381d8bz3h07991xtl7ra0.jpg,14271,666.9919831,2.438090334,21624,155.5289764,0.959557244,239,211,410.3067757,129.5260318,129.4313643,109.7678275,39.71422227,6.987615913,1580.505358
cju33belnbyhm0878yxl42233.jpg,20551,588.8082165,2.045001906,19734,138.7799072,0.97193905,249,183,502.8691545,144.412632,138.2931569,139.1271795,35.25890403,6.052595893,1329.320041
cju33eqwbcch208012jikwdky.jpg,46148,1296.687501,2.862950845,81144,64.61158752,0.887883048,436,416,485.5390482,99.34853081,97.14140013,117.3803054,21.4180907,6.82523544,492.0962862
cju33jon3ygbj0993pu22a4k6.jpg,13498,642.0386649,2.398400218,22680,63.87649155,0.930534766,313,452,337.8942063,202.8590162,198.8238504,108.9132958,48.28391708,5.588587515,2549.269072
cju33mirdc8mj0799k33wzoes.jpg,56674,1339.983965,2.496477473,85200,102.3749313,0.893271009,404,335,339.7915093,155.8492077,152.9195045,115.1095152,32.93031714,6.626751871,1096.556958
cju33o12x2jm50988944mxq0v.jpg,10588,513.227483,1.957407752,14012,41.82951736,0.973411507,340,305,366.0113332,160.0262561,156.8347185,120.3520023,32.87911904,6.190001231,1089.905765
cju33qpdvc9g0087825jhf3s9.jpg,10766,615.7543943,2.782631633,19430,10.58958721,0.831486522,190,327,507.6009655,150.2974178,146.2869528,128.4754164,35.94909781,6.218909333,1297.13688
cju33w4sdcivk0855x879zht7.jpg,24549,945.7859197,2.861222506,40338,10.91281986,0.877471122,324,268,151.8334758,130.3844963,126.4639972,122.9736174,29.16826952,6.589735377,865.1676166
cju33x0f22peh0988g0ln7w5v.jpg,7975,444.4579318,1.933217828,11232,44.82925034,0.972202294,339,258,267.5561125,167.6978056,158.076698,139.5968652,22.90552416,5.063669556,567.5230324
cju33yemn2qb20988wfjxximx.jpg,12837,709.920915,3.057564024,23353,109.8725662,0.89422913,355,335,404.909558,123.4461323,121.1717951,122.7380229,25.5173386,6.356325192,655.8716032
cju33za6l2qy70988jhrlp2ev.jpg,18550,942.3717059,3.740336724,27604,1.247807026,0.890113772,131,192,436.511051,156.2346092,148.9715364,128.1325247,40.01787503,6.224259566,1657.217506
cju34aozyyy830993bn16u32n.jpg,83701,1931.77999,3.519607628,141000,167.6432495,0.866241286,308,243,137.1128182,135.6871125,133.2851778,112.1292975,29.52247302,6.628140624,872.5044616
cju34c1xfyz920993itxkkfad.jpg,72808,1510.025595,2.471020531,118311,129.6279602,0.947148809,244,318,233.2156906,127.3969619,116.4435639,136.4974957,41.38921624,7.11239465,1793.472086
cju34ds2531520988qjpqt6e3.jpg,58000,1551.037788,3.270259193,101376,148.4403534,0.863377259,302,220,214.0910344,111.3292069,109.8565632,116.9662874,27.41346067,6.886636777,770.5890616
cju34eqjpcpm508788b3lhp97.jpg,28670,892.4722116,2.189694269,38014,6.986405849,0.97871585,412,314,396.831252,141.9392396,131.9940937,140.7641437,26.17627577,6.515200128,709.860894
cju34fojcctcf0799ebolbvkn.jpg,8873,516.4406859,2.341591525,13920,159.1110992,0.961646596,491,162,511.9999994,149.4248845,144.6596416,134.5099365,16.48339818,5.165398595,294.0804828
cju34i3qvcyog0855qiejxx5w.jpg,92336,2013.838865,3.471728804,151788,178.2864532,0.835741257,351,219,183.9986137,145.6006325,139.8912522,129.1351838,48.2761016,6.689759012,2349.256718
cju34m7h536wq0988xz7gx79v.jpg,32695,1266.572717,3.874197835,79560,124.4073257,0.714904049,273,437,376.1504816,134.8021104,133.1745935,112.607728,41.56183396,7.239436143,1730.544934
cju34o6dbd2lo0855aqlcy1hs.jpg,13295,617.4701239,2.274396639,17649,133.2133636,0.976288055,385,47,507.5905224,129.0693494,126.14958,115.7234299,32.34562035,6.440135093,1066.370203
cju34ouumcznz07996gg1xq7v.jpg,58891,1227.633678,2.020332536,78674,44.51192093,0.986841886,304,289,94.01721823,140.3454518,131.5154155,138.3607569,22.05184937,5.870796961,493.7056615
cju34repocy5208780gswillm.jpg,72161,1546.469246,2.62069492,100860,94.34384918,0.91743467,234,413,374.0045731,178.2178185,175.6557466,122.0361091,40.74459772,5.235379494,1883.439616
cju34sh43d8zm08019xbwhc0o.jpg,37424,1191.969685,3.001407315,64125,10.0454073,0.842408927,235,337,405.5203077,136.0770094,131.0419517,123.7565822,36.24444127,6.956169736,1321.764023
cju34uhepd3dd0799hs8782ad.jpg,7939,477.3279878,2.232618015,12276,167.4825134,0.961349511,320,215,313.4943944,166.4804132,156.0599152,133.9996221,25.03848095,5.529173902,695.2564331
