Zona_Pellucida_Thickness,ZP_Thickness_Variation,ZP_Area,Blastocoel_Area,Blastocyst_Diameter,Blastocoel_Symmetry,ICM_Area,ICM_Solidity,ICM_Compactness,ICM_Entropy,ICM_Brightness,TE_Area,TE_Brightness,TE_Brightness_Std,TE_Cell_Granularity,Embryo_Expansion_Grade,Bubble_Count,Bubble_Area,ZP_Sharpness,ICM_to_Blastocyst_Area,TE_to_Blastocyst_Area,Blastocoel_to_Embryo_Area,ZP_to_Embryo_Area,Image
3.487023115,1.839947104,14193,72690,304.2232445,0.066312643,12839,0.939966323,1.412290785,6.832078739,112.573487,12339,116.3571142,47.23957864,6,0.647959138,527,13800,0.079050171,0.11444693,0.109989927,0.647959138,0.126516495,143.BMP
3.310124874,1.740426183,14325,78815,316.7812727,0.023535861,16954,0.967197216,1.21850238,5.745958178,104.4316975,18728,113.351132,32.95554537,1,0.6118132,731,15407,0.054148087,0.131607955,0.145378895,0.6118132,0.11119995,144.BMP
11.99789333,6.799347878,45092,18226,152.3353667,0.002706,14739,0.872853251,1.743969354,6.958168432,102.1290454,19170,109.2211268,38.58378119,1,0.187458216,218,3607,0.035489151,0.151593693,0.197167453,0.187458216,0.463780637,145.BMP
5.438996315,2.966264248,23141,55265,265.2651192,0.081955961,13900,0.880694418,1.732797081,6.948729316,128.4265468,21547,131.662598,46.4468596,1,0.484708421,373,11005,0.053752869,0.121911645,0.188980591,0.484708421,0.202960962,146.BMP
4.419312477,2.359462976,18171,56043,267.1257453,0.015671434,11798,0.943991039,1.342983417,6.019082856,125.9263434,22466,135.3318348,43.28882665,1,0.5166301,507,10437,0.053935646,0.10875938,0.207101901,0.5166301,0.167508619,147.BMP
3.71847415,1.925440431,15857,66836,291.7160232,0.029792833,16918,0.966908613,1.224952211,6.151578987,122.3636955,18170,129.183104,42.73730654,1,0.567459947,381,12891,0.071219752,0.143639466,0.154269364,0.567459947,0.134631222,148.BMP
9.880441666,5.724077702,41803,40433,226.894016,0.014619451,14814,0.941527901,1.392513597,6.376037524,98.70392872,18974,104.7203015,31.02559208,1,0.348488244,369,7943,0.029040006,0.12768048,0.163535131,0.348488244,0.360296146,149.BMP
4.190031528,2.271276474,18118,64332,286.1993124,0.080145399,22432,0.948860031,1.398877721,6.523971857,98.2842368,17714,103.0968725,34.67717193,1,0.524747953,628,12460,0.049899935,0.182974975,0.144490848,0.524747953,0.147786225,150.BMP
8.315172195,4.727437019,36131,43635,235.7070375,0.049553881,18585,0.961458872,1.303131071,6.5924686,101.1716438,23127,112.1620184,39.54664276,1,0.359200843,452,8691,0.03262382,0.152990665,0.190380151,0.359200843,0.297428341,151.BMP
3.967247725,2.102105141,16668,66890,291.8338451,0.027797126,9598,0.993581781,1.182444867,6.439042452,175.263805,21618,172.5753539,35.1263304,1,0.582797498,396,13271,0.049965422,0.083625211,0.188352763,0.582797498,0.145224528,152.BMP
2.257549047,1.106629014,9866,110819,375.6316455,0.00096898,12387,0.972215682,1.483341578,7.003504332,137.011948,19441,136.3319147,47.77105248,4,0.725649404,900,21208,0.090139368,0.081110813,0.127300824,0.725649404,0.064603155,153.BMP
6.853916168,3.77137351,25037,26258,182.8461757,0.004678273,12005,0.937012176,1.354707134,6.62857292,100.9002082,22131,99.74822647,32.56631494,1,0.307359155,258,5167,0.037886798,0.140522761,0.259051164,0.307359155,0.29306692,154.BMP
3.811839581,2.009662628,17568,83344,325.7558543,0.00509407,13271,0.960900731,1.317609026,6.80711146,109.4553538,26121,93.12721565,28.55545426,1,0.594024404,550,16118,0.065690188,0.094587467,0.186174307,0.594024404,0.125213821,155.BMP
8.354470253,4.665513992,34134,38476,221.3349605,0.040881707,9012,0.942283563,1.303755686,6.359790394,90.88237905,25071,101.3925651,30.9717173,1,0.360623471,229,7365,0.028057335,0.084466647,0.234982614,0.360623471,0.319927268,156.BMP
7.221788406,4.045917034,30599,42474,232.5501589,0.002392102,13424,0.947888716,1.350745038,6.912940791,151.756034,27558,157.3861311,46.60500505,1,0.372399281,240,8319,0.050546754,0.117697602,0.241620271,0.372399281,0.268282846,157.BMP
11.19327259,6.403595448,46007,15145,138.8640087,0.001045235,23752,0.87539159,1.767746071,7.091140232,124.7162344,22432,131.9606812,44.09836308,1,0.133226014,195,4109,0.043313355,0.208939206,0.197327563,0.133226014,0.404709753,158.BMP
10.48836613,5.952308178,40672,31300,199.6306533,0.015510388,10862,0.959371136,1.267680767,6.945442784,160.1608359,17695,159.944052,47.25133906,1,0.311352943,223,6125,0.046653149,0.108048424,0.17601886,0.311352943,0.404579773,159.BMP
4.2454772,2.275126457,19228,78008,315.1553116,0.024460259,13546,0.96867849,1.253525945,6.486994922,97.77609626,21303,108.0491011,35.57851276,1,0.590589393,636,15353,0.051363439,0.102555173,0.161282507,0.590589393,0.145572927,160.BMP
7.50957489,4.177755356,31943,35041,211.2240206,0.010722272,15623,0.93764254,1.333851505,7.015535504,118.8462523,31326,134.4095639,37.14913807,1,0.307557951,406,7008,0.027787878,0.13712445,0.274951068,0.307557951,0.280366531,161.BMP
9.571685791,5.346524239,38742,26452,183.520387,0.01549586,17226,0.964447679,1.196195725,6.863001968,114.8326948,23710,110.1172751,37.45565781,4,0.24921097,190,5282,0.041395676,0.162290495,0.223377896,0.24921097,0.364998163,162.BMP
7.202509403,4.088847637,29865,51169,255.2457527,0.012084517,11670,0.873241544,1.790341717,6.933966703,109.4677806,18221,126.4710499,44.47747474,1,0.461293667,354,10017,0.051093595,0.10520622,0.164264142,0.461293667,0.26923597,163.BMP
11.32824707,6.428125381,47032,42688,233.1352605,0.009267813,9489,0.96130078,1.26298125,6.801710069,110.0526926,15657,105.8186115,39.27101165,1,0.371633033,228,8334,0.046706894,0.082609301,0.136306653,0.371633033,0.409451012,164.BMP
9.44348526,5.488632202,42785,50857,254.4663898,0.031599368,13925,0.946763666,1.453689924,7.16009906,124.0360503,21764,114.3161643,43.43492909,1,0.393231321,341,9907,0.055495146,0.107669468,0.168281387,0.393231321,0.330817824,165.BMP
7.409859657,4.147994518,33486,57111,269.6590136,0.014292644,13727,0.975275311,1.205822911,7.000283282,115.7802142,19766,114.1553678,44.73817377,1,0.460238537,432,11260,0.058260685,0.110621323,0.159287614,0.460238537,0.269852526,166.BMP
7.821495056,4.385575771,32290,40052,225.8224751,0.03889528,14841,0.938353566,1.343496533,6.690200162,101.6721919,21475,115.2242608,38.55792731,1,0.368606085,376,7508,0.039523041,0.136584513,0.197638462,0.368606085,0.29717094,167.BMP
8.476388931,4.739471436,37121,46046,242.1313447,0.017167046,20055,0.903785489,1.696929285,6.19531773,101.9237098,18095,108.72252,27.98014511,1,0.379551093,422,8586,0.032992868,0.165310715,0.149154694,0.379551093,0.305983498,168.BMP
4.042630196,2.12312603,17961,73693,306.3149389,0.034235774,12773,0.936162416,1.320921926,5.658705061,110.3172317,21933,120.6875028,25.58095524,1,0.583198797,1021,14211,0.034787731,0.101084204,0.173575499,0.583198797,0.1421415,169.BMP
6.334959507,3.467588902,26772,52813,259.3137098,0.056519894,16760,0.970750072,1.222146584,6.866628977,136.1727924,15411,141.3143858,43.33360172,1,0.472574179,368,10352,0.055582333,0.149969577,0.137898636,0.472574179,0.239557608,170.BMP
6.37050724,3.581296921,27164,55528,265.8955536,0.028367247,13115,0.942711328,1.337188556,6.830573464,135.6738849,20354,141.7648128,39.52328384,1,0.478026188,477,10520,0.052819517,0.112903642,0.175222321,0.478026188,0.233847849,171.BMP
11.73065186,6.604438782,45231,1408,42.34053943,0.090952297,24075,0.936223994,1.362603638,6.771768631,134.4425753,21758,138.5381469,35.18254096,1,0.013941974,107,1985,0.035645217,0.23838994,0.215447074,0.013941974,0.447876027,172.BMP
7.241987705,4.017831802,31368,52867,259.4462469,0.056562032,14966,0.926515198,1.394728383,5.859478827,100.9368569,18364,110.7640492,34.98843869,1,0.449683154,327,9966,0.037661758,0.127299792,0.156202952,0.449683154,0.266814103,173.BMP
8.402135849,4.803919792,34830,26655,184.2232343,0.019357269,21690,0.862596938,1.871623694,6.357867372,95.38962656,21667,107.7266811,31.71087381,1,0.237927341,226,6714,0.031923816,0.193608855,0.193403553,0.237927341,0.310898866,174.BMP
6.447289467,3.663677216,26714,44825,238.8994822,0.037696358,13046,0.854187128,1.777299598,6.853127338,133.9335428,26463,134.6295583,39.33688509,1,0.403654276,341,8675,0.054612387,0.117480729,0.238302356,0.403654276,0.24056264,175.BMP
11.89514923,6.719706535,47484,16965,146.9711158,0.077580089,23287,0.869794196,1.817528734,7.121424403,126.8793318,19921,131.8658702,42.15163798,1,0.157583808,158,3302,0.043347468,0.216307346,0.185041381,0.157583808,0.441067464,176.BMP
10.11758518,5.66777277,43589,33140,205.4146015,0.015035585,16207,0.928342307,1.369443645,7.041869988,167.919726,26789,164.8279518,46.62427387,1,0.276801002,197,6432,0.047315602,0.135368553,0.223754437,0.276801002,0.364076008,177.BMP
4.81186676,2.574274063,21069,68647,295.6418019,0.000608789,10794,0.927478948,1.414550531,6.598416127,180.1139522,19694,187.4194498,45.89975177,3,0.571049479,516,13303,0.057881568,0.089791369,0.163827239,0.571049479,0.175265365,178.BMP
3.484113693,1.799785256,14482,65911,289.6903375,0.073730297,15315,0.976535102,1.280672399,6.863213198,187.7821743,18413,189.890838,50.36448942,1,0.577371515,354,12829,0.107727305,0.134157345,0.161295409,0.577371515,0.126860376,179.BMP
2.898385048,1.439533591,12785,86233,331.3536867,0.027721367,13598,0.9129238,1.952087923,7.139455387,179.4967642,20443,197.8108888,44.9266404,1,0.648080927,770,16905,0.093854609,0.102195267,0.153638611,0.648080927,0.096085195,180.BMP
8.18686676,4.533605576,31515,29135,192.6027885,0.021410003,10205,0.924700979,1.411449979,7.091751746,110.4564429,24152,109.1717042,41.23517979,1,0.306661614,240,5815,0.040166667,0.107413138,0.254212847,0.306661614,0.3317124,28.BMP
3.91217947,2.052819252,12337,30257,196.2763585,0.023353368,10238,0.98366641,1.14029287,6.150665518,186.1444618,13051,171.9880469,47.94561203,1,0.459253525,107,5990,0.060670091,0.155396688,0.19809359,0.459253525,0.187256197,29.BMP
4.520092487,2.429558992,14964,26326,183.0827798,0.017857554,9935,0.985028753,1.139653362,7.051669999,111.7328636,20721,114.0136094,34.90471297,1,0.365913324,271,5254,0.027084545,0.138089678,0.288007672,0.365913324,0.207989325,30.BMP
7.308271885,4.045833111,25971,28877,191.7481117,0.029822866,14023,0.941899516,1.372153308,6.827419273,121.1349925,12520,127.4190895,34.0729977,1,0.354793528,215,5548,0.025578523,0.172291777,0.153825362,0.354793528,0.319089334,31.BMP
8.592988968,4.800274849,29366,18929,155.2454551,0.063111867,14914,0.915643418,1.474196835,6.782849227,111.7284431,14167,115.1883956,41.79444482,1,0.244627095,147,3781,0.034695399,0.192739632,0.18308585,0.244627095,0.379508652,32.BMP
7.080901623,3.963390827,29423,44201,237.2308182,0.009783833,17291,0.975129709,1.181606367,6.446563715,100.2466023,19147,113.1373583,39.69579363,1,0.401600916,229,8655,0.036969216,0.15710236,0.173965583,0.401600916,0.267331141,33.BMP
8.079687119,4.555599689,33510,39164,223.3050683,0.000896682,19860,0.914743678,1.509385349,6.336843355,102.8274924,18085,112.5773846,39.8752568,1,0.354044061,281,7343,0.036339878,0.179535161,0.163489093,0.354044061,0.302931684,34.BMP
4.360500336,2.359838247,17851,56969,269.3235668,0.071643746,14911,0.915234471,1.43453259,6.264527632,92.86754745,18899,92.17863379,30.87608299,1,0.524431557,362,11334,0.057002456,0.137264108,0.173975881,0.524431557,0.164328454,35.BMP
10.08595371,6.023143768,42457,35764,213.3919846,0.089722547,22587,0.91708961,1.533817478,6.689399102,99.82352681,20469,109.4194636,39.43005607,1,0.294895157,240,6872,0.039633098,0.186243063,0.168778911,0.294895157,0.350082868,36.BMP
4.26920414,2.28639555,16540,53306,260.5212221,0.002793672,8745,0.94796748,1.313936648,6.50105812,103.6058319,19006,107.3134273,40.31063868,1,0.546184821,285,10152,0.047030781,0.089603164,0.194739592,0.546184821,0.169472422,37.BMP
8.040167809,4.516489506,33608,33905,207.7719586,0.027870892,21319,0.975787257,1.202262854,6.668215024,111.6018575,22923,121.7949221,37.65450738,1,0.303386873,224,6607,0.035561872,0.190765514,0.205118339,0.303386873,0.300729274,38.BMP
4.603863239,2.457111835,19860,60242,276.9521559,0.007044553,10128,0.92560775,1.500087002,6.395409355,106.3017378,27617,110.2290618,33.8677252,1,0.511188236,353,11789,0.043504981,0.085941942,0.234346229,0.511188236,0.168523594,39.BMP
2.845147848,1.493857145,10840,69284,297.0103174,0.014676482,14733,0.94819153,1.326823817,7.237942494,171.045544,13020,166.4142857,56.40405808,1,0.64223211,223,13341,0.084036132,0.136568409,0.120689655,0.64223211,0.100482017,40.BMP
5.218492985,2.826956034,22416,49074,249.9659125,0.03869087,20641,0.920733339,1.373151974,6.958873381,175.4410639,23875,189.4829738,44.73667918,1,0.423029843,242,9753,0.041822041,0.177930452,0.20580832,0.423029843,0.193231385,41.BMP
5.762892246,3.184015512,22950,38385,221.0730647,0.017109309,22513,0.966513545,1.203012287,6.983910667,148.3915515,17587,146.5940752,53.07041163,1,0.378419678,244,7659,0.056637437,0.221945088,0.173381969,0.378419678,0.226253266,42.BMP
11.54319763,6.575052738,49356,45660,241.1143248,0.008557283,11795,0.779113548,1.856435869,6.90498667,177.5587113,5962,175.4891099,59.51328736,5,0.383768428,292,8949,0.046446521,0.099135975,0.050110104,0.383768428,0.414832994,43.BMP
4.82321167,2.603825092,20520,60381,277.271486,0.005724432,18841,0.979873102,1.231866492,7.017148571,111.0856112,15053,116.2534379,52.43094691,1,0.525989808,356,11932,0.08137008,0.164127357,0.131129405,0.525989808,0.17875343,44.BMP
7.112360001,4.008631706,28448,48260,247.884127,0.030750979,16033,0.934106269,1.319839116,7.228974554,150.4922348,10155,160.8793431,48.23751724,7,0.453396717,280,9408,0.042165613,0.150628047,0.095404966,0.453396717,0.267265433,45.BMP
10.86535931,6.106480598,41397,15212,139.1708301,0.04835615,15873,0.904444444,1.485043067,7.050742718,140.4445914,24843,155.0310752,39.63763226,1,0.156301053,121,3001,0.032140432,0.163092731,0.255258156,0.156301053,0.425348061,46.BMP
5.970920086,3.455881596,23394,44590,238.2724308,0.039321378,14062,0.958162987,1.262431991,7.024392537,107.7255014,20580,113.1572248,44.68950918,3,0.434481818,291,8670,0.057634167,0.137019137,0.20053007,0.434481818,0.227949487,47.BMP
5.453773022,2.98228097,22770,44634,238.3899617,0.013269018,25650,0.972180109,1.3404303,6.388277033,100.8760624,17147,101.3166152,45.11578005,1,0.405023548,282,8692,0.047914471,0.232756509,0.155597499,0.405023548,0.206622444,48.BMP
3.345357418,1.71491456,13944,61485,279.7948059,0.033711324,20300,0.974088292,1.301746487,6.379073248,97.08019704,19900,107.0433975,44.66451282,5,0.531702382,352,11989,0.08140309,0.17554783,0.17208876,0.531702382,0.120583199,49.BMP
5.521175385,3.067409277,23537,55851,266.6677742,0.043978227,15411,0.899912409,1.576480649,7.041526335,107.6584907,21266,97.45866642,33.82836154,1,0.481204497,324,10587,0.046027779,0.132779046,0.183224917,0.481204497,0.202791539,50.BMP
7.493237495,4.274291992,32366,56056,267.1567254,0.045682323,12045,0.914509149,1.385174536,7.161987372,165.7193856,19495,162.5141318,54.40345885,1,0.467281306,255,11039,0.063718251,0.100406795,0.162509795,0.467281306,0.269802104,51.BMP
13.67112827,9.177693367,50120,22082,167.6772961,0.033158919,10962,0.907525457,1.476967131,7.207772098,142.7751323,22282,146.6414146,48.98660166,1,0.209415246,168,4379,0.048603993,0.103958424,0.211311951,0.209415246,0.475314379,52.BMP
8.267004967,4.744802475,31540,29100,192.4870665,0.005577041,12321,0.936317349,1.453045999,7.351206259,154.6702378,23983,140.617479,49.10031528,1,0.300173296,155,5782,0.060853009,0.127093992,0.247390246,0.300173296,0.325342466,53.BMP
5.847100258,3.251282692,25617,59365,274.9288373,0.034713463,15312,0.954315986,1.25621671,6.440189833,100.789185,21631,114.2646665,31.75656168,1,0.486897683,384,11204,0.03286126,0.125585401,0.177412344,0.486897683,0.210104572,54.BMP
4.677913189,2.526816368,15821,34258,208.8507609,0.023890488,13147,0.973419221,1.228302139,6.580304982,118.3987221,11394,117.6655257,43.37747612,1,0.459099437,217,6753,0.045922595,0.176186009,0.152693648,0.459099437,0.212020906,55.BMP
2.774421215,1.376826763,9328,47321,245.460727,0.043420413,11790,0.947368421,1.297081439,6.940558261,149.9075488,11818,144.2557116,54.34003279,1,0.589618351,195,9459,0.08358465,0.146903074,0.147251953,0.589618351,0.116226622,56.BMP
10.33922672,5.84303236,46464,50833,254.4063399,0.025665582,13238,0.961435108,1.235772905,7.070825667,143.5128418,19589,129.4878758,45.41640533,1,0.390650456,223,9689,0.056435099,0.101733731,0.150541022,0.390650456,0.35707479,57.BMP
