Image,Fetal_Head_Area,Fetal_Head_Intensity,Head_Roundness
train_images_1033.png,71285,33.57801782,0.860236706
train_images_1034.png,21265,33.49146485,0.843152347
train_images_1035.png,44001,11.82529943,0.876904476
train_images_1036.png,39686,60.61490198,0.856988092
train_images_1037.png,27621,30.50012672,0.855775687
train_images_1038.png,33679,59.40488138,0.847690383
train_images_1039.png,36249,22.0459323,0.847914984
train_images_104.png,20690,31.62281295,0.847847157
train_images_1040.png,17992,63.4794353,0.835712943
train_images_1041.png,27542,37.87081548,0.865544348
train_images_1042.png,37561,26.69289955,0.879696631
train_images_1043.png,17178,46.80894167,0.869208574
train_images_1044.png,27624,44.75521286,0.86553842
train_images_1045.png,32291,31.74243597,0.878479194
train_images_1046.png,39756,28.74685582,0.848476655
train_images_1047.png,33821,33.90952367,0.868728403
train_images_1048.png,39853,72.08867588,0.865476446
train_images_1049.png,21691,13.11488636,0.829074811
train_images_105.png,54614,11.07452302,0.876754917
train_images_1050.png,33701,40.54161598,0.873916319
train_images_1051.png,38053,59.34591228,0.885868485
train_images_1052.png,41648,26.21223108,0.877178635
train_images_1053.png,30495,35.17996393,0.862957565
train_images_1054.png,20677,56.91072206,0.819567668
train_images_1055.png,53823,23.14571837,0.867668293
train_images_1056.png,55076,45.62992955,0.865104093
train_images_1057.png,38609,30.18565619,0.860677218
train_images_1058.png,33122,44.77117928,0.856991753
train_images_1059.png,39395,28.55131362,0.876117675
train_images_106.png,75421,29.59842749,0.880873059
train_images_1060.png,17880,40.66504474,0.865773796
train_images_1061.png,21096,24.5827171,0.869906831
train_images_1062.png,33496,87.84684738,0.855654751
train_images_1063.png,29901,57.955152,0.879867737
train_images_1064.png,37140,26.50783522,0.882588932
train_images_1065.png,57586,37.22687806,0.824281306
train_images_1066.png,29469,59.53045573,0.877857606
train_images_1067.png,21427,34.10332758,0.844642325
train_images_1068.png,24069,39.79193153,0.872547909
train_images_1069.png,63333,34.12630066,0.865924564
train_images_107.png,31863,46.11844459,0.860091735
train_images_1070.png,25442,37.96269947,0.865946087
train_images_1071.png,44805,29.08365138,0.878274939
train_images_1072.png,17818,59.96481087,0.80961778
train_images_1073.png,52352,47.63858114,0.857580197
train_images_1074.png,30058,42.08786346,0.878763508
train_images_1075.png,53764,45.92247601,0.858411693
train_images_1076.png,52352,44.40418704,0.857580197
train_images_1077.png,22967,23.28693343,0.842346895
train_images_1078.png,75662,39.78838783,0.878879027
train_images_1079.png,33029,52.56965091,0.848200526
train_images_108.png,20284,23.61792546,0.850669963
train_images_1080.png,33299,54.30205111,0.856091353
train_images_1081.png,33542,40.71486495,0.872730263
train_images_1082.png,21465,18.05310971,0.829280953
train_images_1083.png,46683,26.67077951,0.858983886
train_images_1084.png,19641,52.93238633,0.871230847
train_images_1085.png,48834,25.48232789,0.877596719
train_images_1086.png,33509,39.20922737,0.87906334
train_images_1087.png,21336,31.8093832,0.856847526
train_images_1088.png,30600,44.02205882,0.877499019
train_images_1089.png,31802,34.73756368,0.881006048
train_images_109.png,57226,29.46022787,0.854551746
train_images_1090.png,31455,40.15285328,0.868863872
train_images_1091.png,26773,21.17334628,0.871015207
train_images_1092.png,30552,40.25278214,0.879887594
train_images_1093.png,37865,26.98476165,0.894687623
train_images_1094.png,21109,28.36027287,0.853796749
train_images_1095.png,39373,22.63561324,0.870123791
train_images_1096.png,36197,21.69809653,0.846687658
train_images_1097.png,39636,28.43924715,0.879824327
train_images_1098.png,30441,35.69895864,0.86542056
train_images_1099.png,18039,47.96147237,0.876885265
train_images_11.png,39592,70.307941,0.866239619
train_images_110.png,16575,46.77870287,0.86795477
train_images_1100.png,39787,27.93932692,0.87548223
train_images_1101.png,33110,33.0448203,0.861387584
train_images_1102.png,69278,35.67058807,0.87280911
train_images_1103.png,31859,36.52923821,0.867858417
train_images_1104.png,33355,39.52852646,0.88102185
train_images_1105.png,29867,27.90574882,0.859988359
train_images_1106.png,23291,27.77862694,0.862054701
train_images_1107.png,31353,45.50505534,0.872153123
train_images_1108.png,22718,45.60520292,0.863036143
train_images_1109.png,31002,37.76375718,0.86352176
train_images_111.png,21099,26.50945542,0.866288293
train_images_1110.png,17891,60.24459225,0.819282523
train_images_1111.png,33282,34.84655369,0.87605744
train_images_1112.png,39373,21.48126889,0.870123791
train_images_1113.png,21555,35.1348643,0.872409182
train_images_1114.png,18383,57.97807757,0.850197082
train_images_1115.png,30788,39.81736391,0.861770627
train_images_1116.png,17165,32.65284008,0.876053468
train_images_1117.png,16772,60.4845576,0.851639288
train_images_1118.png,39787,27.15736296,0.87548223
train_images_1119.png,37298,26.63920317,0.893935949
train_images_112.png,25261,52.2464273,0.879584207
train_images_1120.png,38536,44.08345443,0.876683991
train_images_1121.png,27605,42.70374932,0.866566953
train_images_1122.png,23833,35.86791424,0.861807733
train_images_1123.png,36682,28.84725478,0.879047886
train_images_1124.png,31659,38.01999431,0.864167567
train_images_1125.png,59393,31.8478777,0.871804133
train_images_1126.png,30989,39.87101875,0.860110684
train_images_1127.png,32853,76.05165434,0.873647671
train_images_1128.png,32477,47.80426148,0.862338477
train_images_1129.png,22705,44.39740145,0.858975561
train_images_113.png,73115,38.08334815,0.86118593
train_images_1130.png,47031,34.16976037,0.865436972
train_images_1131.png,32421,63.7578113,0.886383839
train_images_1132.png,29865,29.44162063,0.889768914
train_images_1133.png,21427,35.04438325,0.844642325
train_images_1134.png,23590,12.32017804,0.858811313
train_images_1135.png,16846,51.78701175,0.871307785
train_images_1136.png,22151,33.58435285,0.856793717
train_images_1137.png,28638,31.73741183,0.858194726
train_images_1138.png,21589,27.28690537,0.846100184
train_images_1139.png,19952,27.2364174,0.872659413
train_images_114.png,23687,33.052856,0.863778207
train_images_1140.png,42572,84.1219346,0.8615479
train_images_1141.png,21737,37.25527902,0.839911257
train_images_1142.png,69140,33.22539774,0.869611691
train_images_1143.png,33785,34.51318633,0.881501537
train_images_1144.png,28275,20.8404244,0.873627304
train_images_1145.png,17729,38.75503412,0.85996947
train_images_1146.png,22372,19.84485071,0.862541046
train_images_1147.png,52351,13.40753758,0.860382499
train_images_1148.png,69278,35.46043477,0.87280911
train_images_1149.png,20327,51.40532297,0.863742356
train_images_115.png,46739,29.12233895,0.857087614
train_images_1150.png,30622,45.41176278,0.873735863
train_images_1151.png,29873,58.68975329,0.879035855
train_images_1152.png,39787,27.16012768,0.87548223
train_images_1153.png,39347,24.65428114,0.873394264
train_images_1154.png,35573,57.05585697,0.860687149
train_images_1155.png,22720,17.98538732,0.850745528
train_images_1156.png,61489,29.42108345,0.871191935
train_images_1157.png,32295,27.12587088,0.878588998
train_images_1158.png,22356,43.92198962,0.852678547
train_images_1159.png,32136,67.4460107,0.851461354
train_images_116.png,37150,30.76761777,0.867467996
train_images_1160.png,29469,58.25162035,0.877857606
train_images_1161.png,39343,24.21759906,0.87330473
train_images_1162.png,33643,86.4570936,0.856541684
train_images_1163.png,54241,45.48881842,0.869783003
train_images_1164.png,30991,37.79981285,0.876810496
train_images_1165.png,37233,36.42623479,0.86829231
train_images_1166.png,57275,23.48104758,0.858448103
train_images_1167.png,23309,6.143764211,0.852261263
train_images_1168.png,22379,33.35435006,0.853544522
train_images_1169.png,59572,40.56639025,0.870892338
train_images_117.png,22666,40.47661696,0.861038461
train_images_1170.png,36197,21.07395641,0.846687658
train_images_1171.png,27459,51.85381842,0.870090684
train_images_1172.png,39637,71.43131418,0.868326612
train_images_1173.png,21718,37.78460263,0.840567734
train_images_1174.png,18151,20.29232549,0.850175981
train_images_1175.png,27710,53.95366294,0.863712093
train_images_1176.png,25206,35.78739189,0.871769968
train_images_1177.png,39358,28.09764216,0.872532277
train_images_1178.png,36342,42.5035221,0.885848184
train_images_1179.png,21921,57.19219014,0.847102344
train_images_118.png,33320,50.35798319,0.857507757
train_images_1180.png,18057,44.17882262,0.864713744
train_images_1181.png,33082,28.45849707,0.862415137
train_images_1182.png,20635,37.04366368,0.83690446
train_images_1183.png,33668,34.93694309,0.871857444
train_images_1184.png,17179,35.51248617,0.868401036
train_images_1185.png,22161,34.02892469,0.85219506
train_images_1186.png,32295,25.96662022,0.878588998
train_images_1187.png,69278,36.24696152,0.87280911
train_images_1188.png,17884,40.59941847,0.865969907
train_images_1189.png,54656,11.40227971,0.875537507
train_images_119.png,29469,57.94193899,0.877857606
train_images_1190.png,30495,35.34222004,0.862957565
train_images_1191.png,22701,45.38835294,0.85882252
train_images_1192.png,36206,36.60365685,0.873851796
train_images_1193.png,33299,54.47584012,0.856091353
train_images_1194.png,35850,9.757935844,0.855582298
train_images_1195.png,32288,30.03964321,0.879630769
train_images_1196.png,32837,75.05719158,0.87321829
train_images_1197.png,23363,37.23357446,0.857034463
train_images_1198.png,33327,36.14582771,0.880275561
train_images_1199.png,33243,32.5704058,0.878036692
train_images_12.png,21291,34.14724531,0.861602823
train_images_120.png,60274,31.67118492,0.843687121
train_images_1200.png,69278,38.26829585,0.87280911
train_images_1201.png,30928,41.90283885,0.869415389
train_images_1202.png,33046,40.9884101,0.869788694
train_images_1203.png,27624,45.57982189,0.86553842
train_images_1204.png,28752,13.01579021,0.871527321
train_images_1205.png,21585,36.91202224,0.843804071
train_images_1206.png,71285,33.93744827,0.860236706
train_images_1207.png,22706,46.45644323,0.86257514
train_images_1208.png,34782,38.76223334,0.864622126
train_images_1209.png,29237,41.38033998,0.865791521
train_images_121.png,30232,32.93592882,0.870584922
train_images_1210.png,21757,32.10603484,0.840692897
train_images_1211.png,31835,36.50921941,0.867198459
train_images_1212.png,31272,39.04444871,0.864983476
train_images_1213.png,36197,21.02074758,0.846687658
train_images_1214.png,31170,50.61459737,0.876917931
train_images_1215.png,62404,35.29728864,0.84923523
train_images_1216.png,31877,39.53176271,0.857504979
train_images_1217.png,19638,47.50534678,0.861812673
train_images_1218.png,17891,59.20071544,0.819282523
train_images_1219.png,37673,30.5429618,0.882341982
train_images_122.png,43976,10.85685374,0.884304433
train_images_1220.png,62812,34.69509011,0.855050373
train_images_1221.png,30625,45.28839184,0.870701887
train_images_1222.png,39391,28.3242365,0.876027975
train_images_1223.png,39456,28.00846513,0.875796137
train_images_1224.png,31835,36.36620072,0.867198459
train_images_1225.png,34870,38.6849154,0.842463593
train_images_1226.png,18772,51.55092691,0.843527384
train_images_1227.png,28260,41.07271762,0.865397237
train_images_1228.png,36199,18.16312605,0.850593338
train_images_1229.png,25151,46.4466224,0.876407269
train_images_123.png,59436,26.18460192,0.851771358
train_images_1230.png,37172,48.18201872,0.881635936
train_images_1231.png,21045,35.98526966,0.838596392
train_images_1232.png,26541,29.79258506,0.868704574
train_images_1233.png,19208,33.32554144,0.837490221
train_images_1234.png,28562,27.46064701,0.846846986
train_images_1235.png,30571,46.15475451,0.875398374
train_images_1236.png,60880,29.89760184,0.86255986
train_images_1237.png,28665,20.14592709,0.851804055
train_images_1238.png,30663,46.16074748,0.878057843
train_images_1239.png,21431,28.33082917,0.857051391
train_images_124.png,38637,41.00833398,0.8629353
train_images_1240.png,63150,29.53710214,0.870298693
train_images_1241.png,69184,37.40746415,0.874525731
train_images_1242.png,16429,53.02069511,0.851883979
train_images_1243.png,21897,39.15417637,0.846510531
train_images_1244.png,52352,46.34485789,0.857580197
train_images_1245.png,17907,41.31032557,0.863049509
train_images_1246.png,29033,16.67998484,0.873678416
train_images_1247.png,40440,27.82089515,0.877227609
train_images_1248.png,62276,31.73972317,0.869783731
train_images_1249.png,29540,33.52877454,0.878703354
train_images_125.png,37170,50.55168146,0.885632574
train_images_1250.png,33282,35.35652905,0.87605744
train_images_1251.png,34786,40.21649514,0.864722463
train_images_1252.png,29604,58.49050804,0.878699891
train_images_1253.png,28070,40.68781617,0.871129826
train_images_1254.png,30873,38.20798108,0.879701533
train_images_1255.png,37150,31.97065949,0.867467996
train_images_1256.png,75656,40.96640055,0.881623995
train_images_1257.png,49019,46.39825374,0.840890032
train_images_1258.png,27629,42.88468638,0.880179228
train_images_1259.png,23472,48.12248637,0.845532087
train_images_126.png,19725,47.46114068,0.875001438
train_images_1260.png,31877,39.55287511,0.857504979
train_images_1261.png,30539,39.04351812,0.863901528
train_images_1262.png,37658,30.02050029,0.884553576
train_images_1263.png,21464,15.48061871,0.825786933
train_images_1264.png,29420,23.98545207,0.862437379
train_images_1265.png,21042,21.05569813,0.865041501
train_images_1266.png,33331,39.87438121,0.880382172
train_images_1267.png,27382,30.89931342,0.862409243
train_images_1268.png,32829,77.91123702,0.873003599
train_images_1269.png,30815,48.50313159,0.873647963
train_images_127.png,22149,34.53465168,0.851728338
train_images_1270.png,21729,30.88379585,0.837491979
train_images_1271.png,39116,23.28980468,0.85254637
train_images_1272.png,27168,52.89726885,0.876604275
train_images_1273.png,30721,39.64672374,0.875329629
train_images_1274.png,23570,48.6906661,0.830586478
train_images_1275.png,31682,55.86983145,0.863587292
train_images_1276.png,33014,58.83613013,0.868938695
train_images_1277.png,30706,40.69670423,0.857321913
train_images_1278.png,21090,31.86391655,0.867037457
train_images_1279.png,32010,51.21649485,0.852206325
train_images_128.png,32827,37.21799129,0.865165336
train_images_1280.png,31206,28.90094854,0.869258138
train_images_1281.png,32817,40.00807508,0.881195264
train_images_1282.png,50307,30.14598366,0.866011873
train_images_1283.png,17357,31.34395345,0.857713098
train_images_1284.png,31877,39.63230542,0.857504979
train_images_1285.png,19773,53.971982,0.874795445
train_images_1286.png,33616,73.26282128,0.874366416
train_images_1287.png,37298,31.37240603,0.884351032
train_images_1288.png,34120,39.70876319,0.883668615
train_images_1289.png,69278,35.35052975,0.87280911
train_images_129.png,33145,51.36255846,0.873008255
train_images_1290.png,22838,18.81684035,0.836204514
train_images_1291.png,41162,25.31601963,0.865828158
train_images_1292.png,69278,34.33159156,0.87280911
train_images_1293.png,33976,73.59394867,0.861584213
train_images_1294.png,29469,59.27493298,0.877857606
train_images_1295.png,30751,37.75818673,0.880601684
train_images_1296.png,34578,17.38449303,0.8629492
train_images_1297.png,52352,44.50884398,0.857580197
train_images_1298.png,59722,40.71002311,0.873948874
train_images_1299.png,51357,42.90949627,0.849892082
train_images_13.png,37298,31.41760952,0.884351032
train_images_130.png,30914,50.16041276,0.844225191
train_images_1300.png,37043,36.97076371,0.877398632
train_images_1301.png,21483,17.84019923,0.83485606
train_images_1302.png,29469,59.1146968,0.877857606
train_images_1303.png,75662,40.26636885,0.878879027
train_images_1304.png,33701,40.33589508,0.873916319
train_images_1305.png,33612,30.05167797,0.870394114
train_images_1306.png,46736,26.28185981,0.851164464
train_images_1307.png,34482,34.79287744,0.868662069
train_images_1308.png,29008,31.90730143,0.85768998
train_images_1309.png,17868,40.16112604,0.865185466
train_images_131.png,31379,39.31176902,0.868575489
train_images_1310.png,26947,43.98938657,0.872054176
train_images_1311.png,37269,52.01969465,0.886845025
train_images_1312.png,37213,17.76618386,0.858354425
train_images_1313.png,27508,46.58001309,0.871003876
train_images_1314.png,29469,59.86426414,0.877857606
train_images_1315.png,21729,33.0113673,0.849498242
train_images_1316.png,33299,54.29964864,0.856091353
train_images_1317.png,29520,40.47344173,0.871071938
train_images_1318.png,32323,56.43937753,0.851758934
train_images_1319.png,17517,49.43603357,0.868196782
train_images_132.png,32238,25.39016068,0.856559694
train_images_1320.png,36354,47.41989877,0.862648817
train_images_1321.png,33010,63.84789458,0.86052093
train_images_1322.png,25502,53.56740648,0.865973238
train_images_1323.png,31310,58.26892367,0.874032472
train_images_1324.png,30757,47.35283025,0.876365079
train_images_1325.png,33509,39.00456594,0.87906334
train_images_1326.png,27580,43.69108049,0.858338174
train_images_1327.png,30423,31.70995628,0.869568539
train_images_1328.png,30625,44.3909551,0.870701893
train_images_1329.png,59791,26.95561205,0.853448835
train_images_133.png,41834,24.59791079,0.877344582
train_images_1330.png,21096,23.58077361,0.869906831
train_images_1331.png,30621,46.78452696,0.870587075
train_images_1332.png,33660,31.82430184,0.871648397
train_images_1333.png,30523,36.1842545,0.861603668
train_images_1334.png,30726,44.91320055,0.869854977
train_images_1335.png,39359,28.9690795,0.875310381
train_images_1336.png,23452,38.79779976,0.84651704
train_images_1337.png,33660,34.23787879,0.871648397
train_images_1338.png,22969,17.8668205,0.840028258
train_images_1339.png,21280,27.09760338,0.854572882
train_images_134.png,42656,83.94411103,0.863261815
train_images_1340.png,24135,45.00675368,0.882083049
train_images_1341.png,35724,36.09682566,0.856472563
train_images_1342.png,31877,39.55748659,0.857504979
train_images_1343.png,31004,44.31757193,0.867874665
train_images_1344.png,32281,25.94145163,0.882521729
train_images_1345.png,32241,30.54957973,0.883586017
train_images_1346.png,30594,46.97976727,0.87292933
train_images_1347.png,33282,32.46418484,0.87605744
train_images_1348.png,21679,35.67692237,0.864870504
train_images_1349.png,37268,62.49957068,0.883932426
train_images_135.png,60433,74.36233515,0.819661344
train_images_1350.png,27647,39.82815495,0.861086426
train_images_1351.png,27832,45.50488646,0.870161025
train_images_1352.png,21830,13.47915712,0.83306937
train_images_1353.png,27539,44.94988925,0.866753889
train_images_1354.png,33214,35.63813452,0.874251191
train_images_1355.png,20526,32.58179869,0.8512645
train_images_1356.png,33347,38.58679941,0.880808625
train_images_1357.png,37298,31.41691243,0.884351032
train_images_1358.png,37179,58.35111219,0.888750374
train_images_1359.png,32898,39.58508116,0.859332797
train_images_136.png,32027,24.69010522,0.862189654
train_images_1360.png,31170,57.11299326,0.876917931
train_images_1361.png,32984,48.31669901,0.872905944
train_images_1362.png,33505,88.93389046,0.858792415
train_images_1363.png,21036,35.89142423,0.844661967
train_images_1364.png,30452,34.69611191,0.864810364
train_images_1365.png,33612,33.50493871,0.870394114
train_images_1366.png,30988,34.12917904,0.867422515
train_images_1367.png,75662,40.22272739,0.878879027
train_images_1368.png,32910,39.87872987,0.867960531
train_images_1369.png,33331,37.37511626,0.880382173
train_images_137.png,30913,28.64212467,0.874265252
train_images_1370.png,26449,40.96260728,0.860367024
train_images_1371.png,16844,54.11659938,0.85534274
train_images_1372.png,21589,28.49668813,0.846100184
train_images_1373.png,17998,49.62401378,0.863450005
train_images_1374.png,37658,34.84667269,0.8698329
train_images_1375.png,18151,20.5420638,0.850175981
train_images_1376.png,31279,35.83260334,0.862137082
train_images_1377.png,28745,39.98657158,0.881070688
train_images_1378.png,62883,37.72766885,0.870029419
train_images_1379.png,21514,14.40768802,0.830489822
train_images_138.png,38444,47.85893768,0.838527094
train_images_1380.png,30582,45.36694788,0.872583674
train_images_1381.png,30908,50.50624434,0.8399321
train_images_1382.png,62792,32.16807874,0.86649988
train_images_1383.png,39787,28.02963279,0.87548223
train_images_1384.png,59073,25.51710595,0.856038291
train_images_1385.png,33282,35.35082026,0.87605744
train_images_1386.png,28907,43.18870862,0.860316579
train_images_1387.png,30511,33.55229262,0.863101853
train_images_1388.png,36934,36.05945741,0.87364902
train_images_1389.png,21155,33.81418104,0.841576053
train_images_139.png,33117,53.01539995,0.880732384
train_images_1390.png,32780,55.09179378,0.858581665
train_images_1391.png,21201,26.4377152,0.853165841
train_images_1392.png,21655,27.80415608,0.853733504
train_images_1393.png,32963,40.21739526,0.879037726
train_images_1394.png,39381,28.96257078,0.87969351
train_images_1395.png,31755,39.1334593,0.860161757
train_images_1396.png,30557,47.49880551,0.872798997
train_images_1397.png,37472,31.74559671,0.882450757
train_images_1398.png,61664,36.92269395,0.866672709
train_images_1399.png,32767,35.15448469,0.865349768
train_images_14.png,30974,45.61073804,0.86487665
train_images_140.png,33821,33.61136572,0.868728403
train_images_1400.png,35404,34.84702294,0.859975341
train_images_1401.png,30495,35.55005739,0.862957565
train_images_1402.png,45795,49.11287258,0.821385863
train_images_1403.png,44598,23.93768779,0.878606268
train_images_1404.png,21029,59.03371535,0.840095988
train_images_1405.png,25035,48.32438586,0.870251507
train_images_1406.png,56163,44.80939409,0.861649055
train_images_1407.png,30706,40.83400638,0.857321913
train_images_1408.png,23554,12.28313662,0.864827094
train_images_1409.png,38968,33.16023404,0.851986841
train_images_141.png,41214,20.71145727,0.865344844
train_images_1410.png,39347,26.50097847,0.873394264
train_images_1411.png,30441,35.69268421,0.86542056
train_images_1412.png,31659,37.58068796,0.864167567
train_images_1413.png,44598,24.19534508,0.878606268
train_images_1414.png,32028,33.43496316,0.857140344
train_images_1415.png,19806,52.32101383,0.871987817
train_images_1416.png,60107,35.13399438,0.837543204
train_images_1417.png,21463,53.07012067,0.824712704
train_images_1418.png,37177,24.93097883,0.865302382
train_images_1419.png,25794,48.72179577,0.860441085
train_images_142.png,32575,66.6514812,0.875833967
train_images_1420.png,61631,41.80264802,0.874634444
train_images_1421.png,39381,29.81607882,0.87969351
train_images_1422.png,21427,35.19624772,0.844642325
train_images_1423.png,29501,35.14016474,0.846901326
train_images_1424.png,56968,25.78549361,0.823454787
train_images_1425.png,39351,29.21966405,0.873483801
train_images_1426.png,61323,43.94763792,0.87046916
train_images_1427.png,27628,46.99058926,0.865665004
train_images_1428.png,51839,19.29350489,0.865420023
train_images_1429.png,31804,39.87655641,0.862708717
train_images_143.png,23465,30.3994886,0.864343484
train_images_1430.png,20697,19.21964536,0.852515643
train_images_1431.png,37170,50.3606672,0.885632574
train_images_1432.png,34309,56.64612784,0.864835419
train_images_1433.png,52321,44.75208807,0.858006155
train_images_1434.png,24662,49.04156192,0.874019259
train_images_1435.png,28737,19.79531614,0.853965156
train_images_1436.png,31859,60.77943438,0.881033703
train_images_1437.png,59579,29.0982561,0.872744363
train_images_1438.png,30706,40.68598971,0.857321913
train_images_1439.png,21691,38.32266839,0.843032831
train_images_144.png,33311,57.33088169,0.854367322
train_images_1440.png,66105,31.80363059,0.864206641
train_images_1441.png,38765,30.24068103,0.876877249
train_images_1442.png,33183,72.22833981,0.878245522
train_images_1443.png,28768,40.47855256,0.881106429
train_images_1444.png,31149,39.39413785,0.878806474
train_images_1445.png,30502,36.69323323,0.860087482
train_images_1446.png,27653,43.8033848,0.869718701
train_images_1447.png,57799,29.30512639,0.849308253
train_images_1448.png,21748,10.74678131,0.834745024
train_images_1449.png,50307,26.68173415,0.878874371
train_images_145.png,30523,35.02784785,0.861603668
train_images_1450.png,38562,33.95511125,0.862343609
train_images_1451.png,69278,37.44314212,0.87280911
train_images_1452.png,30709,42.53642255,0.87498448
train_images_1453.png,37561,27.82537739,0.879696631
train_images_1454.png,20868,56.41820012,0.816152441
train_images_1455.png,30493,39.2658315,0.881339676
train_images_1456.png,33243,47.11112114,0.866626128
train_images_1457.png,39381,14.92303395,0.870302073
train_images_1458.png,25853,33.67067652,0.874592559
train_images_1459.png,29867,27.90551445,0.859988359
train_images_146.png,23769,44.52295006,0.863653409
train_images_1460.png,30335,35.62027361,0.866713195
train_images_1461.png,17496,61.18004115,0.835968184
train_images_1462.png,31643,38.92627121,0.867359095
train_images_1463.png,75416,45.15520579,0.884463008
train_images_1464.png,28346,29.34287025,0.859742083
train_images_1465.png,21580,59.00384615,0.844327009
train_images_1466.png,25958,11.89795054,0.875446387
train_images_1467.png,28299,41.26711191,0.885566359
train_images_1468.png,32878,40.36386033,0.865326196
train_images_1469.png,39579,72.19821117,0.870867309
train_images_147.png,26074,31.19099486,0.862508
train_images_1470.png,32788,36.70632548,0.867108048
train_images_1471.png,17920,57.03549107,0.832326633
train_images_1472.png,18402,24.49750027,0.842556983
train_images_1473.png,30985,46.75049217,0.859998601
train_images_1474.png,22975,34.44761697,0.854420582
train_images_1475.png,54491,45.93171349,0.852246106
train_images_1476.png,21725,37.58029919,0.83733603
train_images_1477.png,23413,8.996241404,0.875905306
train_images_1478.png,52352,46.72610406,0.857580197
train_images_1479.png,31696,38.91847552,0.861551115
train_images_148.png,33678,40.12450264,0.876301112
train_images_1480.png,33355,39.84646979,0.88102185
train_images_1481.png,23576,39.79356125,0.828487244
train_images_1482.png,30441,35.51493052,0.86542056
train_images_1483.png,36406,50.08056364,0.856045073
train_images_1484.png,20639,35.49576045,0.8370686
train_images_1485.png,17863,45.71802049,0.860902256
train_images_1486.png,31016,57.8080668,0.87595233
train_images_1487.png,21041,36.04168053,0.840928662
train_images_1488.png,31577,40.15017259,0.867975944
train_images_1489.png,29033,16.06175731,0.873678416
train_images_149.png,17341,58.34029179,0.859364778
train_images_1490.png,37210,47.47033056,0.886593837
train_images_1491.png,20816,18.00965603,0.853786424
train_images_1492.png,61227,54.14286181,0.850731144
train_images_1493.png,40023,28.26567224,0.850020264
train_images_1494.png,34135,44.46565109,0.8780361
train_images_1495.png,30523,35.4682043,0.861603668
train_images_1496.png,36400,61.19159341,0.876254507
train_images_1497.png,34279,38.21234575,0.861741969
train_images_1498.png,21708,37.64110006,0.845111939
train_images_1499.png,62452,29.97340357,0.852267424
train_images_15.png,42629,87.57331863,0.856505548
train_images_150.png,34133,20.16913251,0.858630976
train_images_1500.png,75438,44.41457886,0.881888565
train_images_1501.png,33320,52.65114046,0.857507757
train_images_1502.png,18041,47.8282246,0.863937996
train_images_1503.png,19808,56.01968901,0.866287375
train_images_1504.png,41301,21.50035108,0.871168303
train_images_1505.png,32837,59.24283583,0.887256725
train_images_1506.png,31218,40.83067461,0.882031073
train_images_1507.png,30706,40.74874617,0.857321913
train_images_1508.png,28311,47.07834411,0.885945521
train_images_1509.png,39002,27.15883801,0.850592047
train_images_151.png,36264,17.81739466,0.845528046
train_images_1510.png,17911,51.09764949,0.846204778
train_images_1511.png,18412,37.4409081,0.844971491
train_images_1512.png,29672,44.64131167,0.862982333
train_images_1513.png,23299,36.03729774,0.863079123
train_images_1514.png,37904,42.95288096,0.879527759
train_images_1515.png,54614,10.76013476,0.876754917
train_images_1516.png,19643,20.1938095,0.852896025
train_images_1517.png,21444,37.92356836,0.836826715
train_images_1518.png,30706,40.21113137,0.857321913
train_images_1519.png,21417,29.04328337,0.851415872
train_images_152.png,27398,17.05478502,0.879401783
train_images_1520.png,16830,58.58371955,0.851378669
train_images_1521.png,21716,29.72195616,0.845426971
